species_name,genus,family,superfamily,suborder,order,role,assembly_accession,assembly_name,assembly_level,refseq_category,genome_size_mb,contig_N50,scaffold_N50,number_of_scaffolds,gc_percent,gene_annotation_available,annotation_source,primary_source,secondary_source,ncbi_bioproject,ncbi_biosample,submission_date,publication_doi,publication_year,pubmed_id,citation_short,restriction_status,restriction_notes,data_generating_consortium,include_recommended,conflict_flag,notes,ncbi_assembly_url,ncbi_download_url,ncbi_datasets_command,bioproject_url,total_score,selection_status
Labidopullus appendiculatus,Labidopullus,Staphylinidae,Staphylinoidea,Polyphaga,Coleoptera,ingroup,GCA_027574705.1,ASM2757470v1,Scaffold,reference genome,160.3,1304,1384,188910,38.5,yes,NCBI/RefSeq,NCBI,,PRJNA352553,,,,,,,published_open,,,no,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_027574705.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_027574705.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_027574705.1.zip","datasets download genome accession GCA_027574705.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJNA352553,121.41136090120739,primary
Laccobius striatulus,Laccobius,Hydrophilidae,Hydrophiloidea,Polyphaga,Coleoptera,ingroup,GCA_965654275.1,icLacStri1.hap2.1,Chromosome,reference genome,1060.83,7426591,127248362,449,32.0,yes,NCBI/RefSeq,NCBI,,PRJEB94828,,,,,,,published_open,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_965654275.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_965654275.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_965654275.1.zip","datasets download genome accession GCA_965654275.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB94828,211.04652200604554,primary
Lagria hirta,Lagria,Tenebrionidae,Tenebrionoidea,Polyphaga,Coleoptera,ingroup,GCA_947359425.1,icLagHirt1.1,Chromosome,reference genome,336.77,7715647,31908519,25,29.5,yes,NCBI/RefSeq,NCBI,,PRJEB57606,,,,,,,published_open,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_947359425.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_947359425.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_947359425.1.zip","datasets download genome accession GCA_947359425.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB57606,205.03906647344436,primary
Lamprigera yunnana,Lamprigera,Lampyridae,Elateroidea,Polyphaga,Coleoptera,ingroup,GCA_013368075.1,ASM1336807v1,Contig,,1052.93,3509824,3509824,2684,34.0,check,,NCBI,,PRJNA556754,,,,,,,to_verify,,,conditional,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_013368075.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_013368075.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_013368075.1.zip","datasets download genome accession GCA_013368075.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJNA556754,75.45285339330434,primary
Lampyris noctiluca,Lampyris,Lampyridae,Elateroidea,Polyphaga,Coleoptera,ingroup,GCA_050947525.1,LaNoc_SwiLau_1.0,Scaffold,reference genome,652.5,620402,655439,1401,35.0,yes,NCBI/RefSeq,NCBI,,PRJNA1238231,,,,,,,published_open,,,conditional,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_050947525.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_050947525.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_050947525.1.zip","datasets download genome accession GCA_050947525.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1238231,148.1653227925093,primary
Laparocerus anagae,Laparocerus,Curculionidae,Curculionoidea,Polyphaga,Coleoptera,ingroup,GCA_976997085.1,icLapAnag1-haploid.1,Chromosome,reference genome,481.68,25935046,55302066,105,33.0,yes,NCBI/RefSeq,NCBI,,PRJEB98920,,,,,,,published_open,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_976997085.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_976997085.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_976997085.1.zip","datasets download genome accession GCA_976997085.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB98920,207.42741356180636,primary
Larinus minutus,Larinus,Curculionidae,Curculionoidea,Polyphaga,Coleoptera,ingroup,GCA_041228525.2,icLarMinu1_p1.2,Scaffold,reference genome,1419.17,2091210,58633535,379,36.5,yes,NCBI/RefSeq,NCBI,,PRJNA1137999,,,,,,,published_open,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_041228525.2/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_041228525.2/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_041228525.2.zip","datasets download genome accession GCA_041228525.2 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1137999,167.68146078471224,primary
Larinus planus,Larinus,Curculionidae,Curculionoidea,Polyphaga,Coleoptera,ingroup,GCA_977012605.1,icLarPlan3.hap1.1,Chromosome,reference genome,1137.81,27391000,59970235,19,35.5,yes,NCBI/RefSeq,NCBI,,PRJEB101224,,,,,,,published_open,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_977012605.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_977012605.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_977012605.1.zip","datasets download genome accession GCA_977012605.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB101224,207.77935750672083,primary
Larinus ursus,Larinus,Curculionidae,Curculionoidea,Polyphaga,Coleoptera,ingroup,GCA_979861375.2,icLarUrsu1.3,Chromosome,reference genome,1742.28,45364611,86231057,169,35.5,yes,NCBI/RefSeq,NCBI,,PRJEB89504,,,,,,,published_open,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_979861375.2/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_979861375.2/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_979861375.2.zip","datasets download genome accession GCA_979861375.2 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB89504,209.356637096128,primary
Lasiorhynchites cavifrons,Lasiorhynchites,Attelabidae,Curculionoidea,Polyphaga,Coleoptera,ingroup,GCA_976916715.1,icLasCavi1.hap1.1,Chromosome,reference genome,1354.93,5090000,252295237,173,33.5,yes,NCBI/RefSeq,NCBI,,PRJEB97130,,,,,,,published_open,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_976916715.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_976916715.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_976916715.1.zip","datasets download genome accession GCA_976916715.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB97130,214.01909051690214,primary
Latheticus oryzae,Latheticus,Tenebrionidae,Tenebrionoidea,Polyphaga,Coleoptera,ingroup,GCA_030157265.1,icLatOryz1.1,Chromosome,reference genome,170.05,16486265,16486265,59,30.5,yes,NCBI/RefSeq,NCBI,,PRJNA767393,,,,,,,published_open,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_030157265.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_030157265.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_030157265.1.zip","datasets download genome accession GCA_030157265.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJNA767393,202.171222764074,primary
Lathrobium brunnipes,Lathrobium,Staphylinidae,Staphylinoidea,Polyphaga,Coleoptera,ingroup,GCA_965240315.1,icLatBrun2.hap1.1,Chromosome,reference genome,465.5,1077214,42629934,564,33.5,yes,NCBI/RefSeq,NCBI,,PRJEB88417,,,,,,,published_open,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_965240315.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_965240315.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_965240315.1.zip","datasets download genome accession GCA_965240315.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB88417,206.2971466026951,primary
Leiosoma deflexum,Leiosoma,Curculionidae,Curculionoidea,Polyphaga,Coleoptera,ingroup,GCA_965260835.1,icLeiDefl1.hap1.1,Chromosome,reference genome,628.17,5745900,42277763,188,34.0,yes,NCBI/RefSeq,NCBI,,PRJEB88798,,,,,,,published_open,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_965260835.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_965260835.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_965260835.1.zip","datasets download genome accession GCA_965260835.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB88798,206.26111999863912,primary
Leistus fulvibarbis,Leistus,Carabidae,Caraboidea,Adephaga,Coleoptera,ingroup,GCA_965644575.1,icLeiFulv1.hap1.1,Chromosome,reference genome,261.71,2898318,6924332,294,33.0,yes,NCBI/RefSeq,NCBI,,PRJEB94212,,,,,,,published_open,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_965644575.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_965644575.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_965644575.1.zip","datasets download genome accession GCA_965644575.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB94212,198.40377882760737,primary
Leistus rufomarginatus,Leistus,Carabidae,Caraboidea,Adephaga,Coleoptera,ingroup,GCA_966112595.1,icLeiRufo1.hap1.1,Chromosome,reference genome,264.39,4280190,14695566,78,32.5,yes,NCBI/RefSeq,NCBI,,PRJEB95788,,,,,,,published_open,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_966112595.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_966112595.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_966112595.1.zip","datasets download genome accession GCA_966112595.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB95788,201.6718631759087,primary
Leistus spinibarbis,Leistus,Carabidae,Caraboidea,Adephaga,Coleoptera,ingroup,GCA_933228885.1,icLeiSpin1.1,Chromosome,reference genome,235.12,7480091,11648774,87,31.5,yes,NCBI/RefSeq,NCBI,,PRJEB51584,,,,,,,published_open,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_933228885.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_933228885.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_933228885.1.zip","datasets download genome accession GCA_933228885.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB51584,200.6628021952058,primary
Leonhardella angulicollis,Leonhardella,Leiodidae,Staphylinoidea,Polyphaga,Coleoptera,ingroup,GCA_978019415.1,icLeoAngu1.1,Chromosome,reference genome,493.27,3458477,44176098,342,32.5,yes,NCBI/RefSeq,NCBI,,PRJEB77402,,,,,,,published_open,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_978019415.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_978019415.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_978019415.1.zip","datasets download genome accession GCA_978019415.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB77402,206.4518735273262,primary
Leptinotarsa decemlineata,Leptinotarsa,Chrysomelidae,Chrysomeloidea,Polyphaga,Coleoptera,ingroup,GCA_024712935.1,ASM2471293v1,Chromosome,reference genome,1008.32,7451212,58315169,298,34.5,check,NCBI/RefSeq,NCBI,,PRJNA854273,,,,,,,to_verify,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_024712935.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_024712935.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_024712935.1.zip","datasets download genome accession GCA_024712935.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJNA854273,167.65781538568746,primary
Leptinotarsa defecta,Leptinotarsa,Chrysomelidae,Chrysomeloidea,Polyphaga,Coleoptera,ingroup,GCA_015342085.1,ASM1534208v1,Scaffold,reference genome,623.39,5300,5525,177258,34.5,yes,NCBI/RefSeq,NCBI,,PRJNA580490,,,,,,,published_open,,,no,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_015342085.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_015342085.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_015342085.1.zip","datasets download genome accession GCA_015342085.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJNA580490,127.42332282357148,primary
Leptinotarsa haldemani,Leptinotarsa,Chrysomelidae,Chrysomeloidea,Polyphaga,Coleoptera,ingroup,GCA_015342125.1,ASM1534212v1,Scaffold,reference genome,549.18,2472,2498,300649,34.5,yes,NCBI/RefSeq,NCBI,,PRJNA580490,,,,,,,published_open,,,no,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_015342125.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_015342125.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_015342125.1.zip","datasets download genome accession GCA_015342125.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJNA580490,123.97592434038117,primary
Leptinotarsa juncta,Leptinotarsa,Chrysomelidae,Chrysomeloidea,Polyphaga,Coleoptera,ingroup,GCA_015342185.1,ASM1534218v1,Scaffold,reference genome,578.21,2814,2941,318560,34.5,yes,NCBI/RefSeq,NCBI,,PRJNA580490,,,,,,,published_open,,,no,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_015342185.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_015342185.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_015342185.1.zip","datasets download genome accession GCA_015342185.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJNA580490,124.6849502450707,primary
Leptinotarsa lineolata,Leptinotarsa,Chrysomelidae,Chrysomeloidea,Polyphaga,Coleoptera,ingroup,GCA_015342045.1,ASM1534204v1,Scaffold,reference genome,647.43,6286,6547,158590,35.0,yes,NCBI/RefSeq,NCBI,,PRJNA580490,,,,,,,published_open,,,no,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_015342045.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_015342045.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_015342045.1.zip","datasets download genome accession GCA_015342045.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJNA580490,128.16042340921996,primary
Leptinotarsa peninsularis,Leptinotarsa,Chrysomelidae,Chrysomeloidea,Polyphaga,Coleoptera,ingroup,GCA_015342205.1,ASM1534220v1,Scaffold,reference genome,558.7,3521,3825,220567,34.5,yes,NCBI/RefSeq,NCBI,,PRJNA580490,,,,,,,published_open,,,no,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_015342205.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_015342205.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_015342205.1.zip","datasets download genome accession GCA_015342205.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJNA580490,125.82631439489637,primary
Leptinotarsa rubiginosa,Leptinotarsa,Chrysomelidae,Chrysomeloidea,Polyphaga,Coleoptera,ingroup,GCA_015342145.1,ASM1534214v1,Scaffold,reference genome,566.67,2836,2883,266530,34.5,yes,NCBI/RefSeq,NCBI,,PRJNA580490,,,,,,,published_open,,,no,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_015342145.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_015342145.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_015342145.1.zip","datasets download genome accession GCA_015342145.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJNA580490,124.59844642388208,primary
Leptinotarsa texana,Leptinotarsa,Chrysomelidae,Chrysomeloidea,Polyphaga,Coleoptera,ingroup,GCA_015342105.1,ASM1534210v1,Scaffold,reference genome,640.41,5536,5971,169006,34.5,yes,NCBI/RefSeq,NCBI,,PRJNA580490,,,,,,,published_open,,,no,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_015342105.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_015342105.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_015342105.1.zip","datasets download genome accession GCA_015342105.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJNA580490,127.76047071181779,primary
Leptinotarsa tumamoca,Leptinotarsa,Chrysomelidae,Chrysomeloidea,Polyphaga,Coleoptera,ingroup,GCA_015342025.1,ASM1534202v1,Scaffold,reference genome,578.68,3871,4193,212353,34.5,yes,NCBI/RefSeq,NCBI,,PRJNA580490,,,,,,,published_open,,,no,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_015342025.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_015342025.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_015342025.1.zip","datasets download genome accession GCA_015342025.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJNA580490,126.22524862403569,primary
Leptinotarsa undecemlineata,Leptinotarsa,Chrysomelidae,Chrysomeloidea,Polyphaga,Coleoptera,ingroup,GCA_015342065.1,ASM1534206v1,Scaffold,reference genome,639.11,5685,5931,169047,34.5,yes,NCBI/RefSeq,NCBI,,PRJNA580490,,,,,,,published_open,,,no,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_015342065.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_015342065.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_015342065.1.zip","datasets download genome accession GCA_015342065.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJNA580490,127.73127924033335,primary
Leptodirus hochenwartii,Leptodirus,Leiodidae,Staphylinoidea,Polyphaga,Coleoptera,ingroup,GCA_947310635.1,icLepHoch12.1,Chromosome,reference genome,492.36,3374168,37274531,74,32.0,yes,NCBI/RefSeq,NCBI,,PRJEB57372,,,,,,,published_open,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_947310635.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_947310635.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_947310635.1.zip","datasets download genome accession GCA_947310635.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB57372,205.7141218772816,primary
Leptura quadrifasciata,Leptura,Cerambycidae,Chrysomeloidea,Polyphaga,Coleoptera,ingroup,GCA_963675555.1,icLepQuad1.1,Chromosome,reference genome,1403.94,5389979,166347592,58,34.5,yes,NCBI/RefSeq,NCBI,,PRJEB69336,,,,,,,published_open,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_963675555.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_963675555.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_963675555.1.zip","datasets download genome accession GCA_963675555.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB69336,212.21016518528066,primary
Leptusa sp. GC000079,Leptusa,Staphylinidae,Staphylinoidea,Polyphaga,Coleoptera,ingroup,GCA_030264655.1,Caltech_Lep_1.0,Scaffold,,170.31,6169,10633,29204,37.0,check,,NCBI,,PRJNA764224,,,,,,,to_verify,,,no,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_030264655.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_030264655.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_030264655.1.zip","datasets download genome accession GCA_030264655.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJNA764224,90.26655813877042,primary
Lesteva pubescens,Lesteva,Staphylinidae,Staphylinoidea,Polyphaga,Coleoptera,ingroup,GCA_965644545.1,icLesPube1.hap1.1,Chromosome,reference genome,984.73,1633415,103271849,1264,30.0,yes,NCBI/RefSeq,NCBI,,PRJEB94213,,,,,,,published_open,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_965644545.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_965644545.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_965644545.1.zip","datasets download genome accession GCA_965644545.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB94213,210.13981952786466,primary
Lesteva punctata,Lesteva,Staphylinidae,Staphylinoidea,Polyphaga,Coleoptera,ingroup,GCA_975739945.1,icLesPunc1.hap1.1,Chromosome,reference genome,1256.74,443094,133440658,2174,32.0,yes,NCBI/RefSeq,NCBI,,PRJEB97788,,,,,,,published_open,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_975739945.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_975739945.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_975739945.1.zip","datasets download genome accession GCA_975739945.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB97788,211.25288174818428,primary
Lethrus apterus,Lethrus,Geotrupidae,Scarabaeoidea,Polyphaga,Coleoptera,ingroup,GCA_051989325.1,ASM5198932v1,Scaffold,reference genome,293.02,1250744,1378308,886,32.0,yes,NCBI/RefSeq,NCBI,,PRJNA1285827,,,,,,,published_open,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_051989325.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_051989325.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_051989325.1.zip","datasets download genome accession GCA_051989325.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1285827,151.39346276899508,primary
