species_name,genus,family,superfamily,suborder,order,role,assembly_accession,assembly_name,assembly_level,refseq_category,genome_size_mb,contig_N50,scaffold_N50,number_of_scaffolds,gc_percent,gene_annotation_available,annotation_source,primary_source,secondary_source,ncbi_bioproject,ncbi_biosample,submission_date,publication_doi,publication_year,pubmed_id,citation_short,restriction_status,restriction_notes,data_generating_consortium,include_recommended,conflict_flag,notes,ncbi_assembly_url,ncbi_download_url,ncbi_datasets_command,bioproject_url
Stenurella melanura,Stenurella,Cerambycidae,Chrysomeloidea,Polyphaga,Coleoptera,ingroup,GCA_963584005.1,icSteMela1.1 alternate haplotype,Scaffold,,1531.13,686301,703321,5621,33.5,check,,NCBI,,PRJEB68170,,,,,,,check_ebp_dtol,,,conditional,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_963584005.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_963584005.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_963584005.1.zip","datasets download genome accession GCA_963584005.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB68170
Cryptocephalus moraei,Cryptocephalus,Chrysomelidae,Chrysomeloidea,Polyphaga,Coleoptera,ingroup,GCA_946251935.1,icCryMora2.1 alternate haplotype,Contig,,432.23,669611,669611,1618,36.5,check,,NCBI,,PRJEB55435,,,,,,,check_ebp_dtol,,,conditional,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_946251935.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_946251935.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_946251935.1.zip","datasets download genome accession GCA_946251935.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB55435
Pterostichus niger,Pterostichus,Carabidae,Caraboidea,Adephaga,Coleoptera,ingroup,GCA_947425025.1,icPteNige1.1 alternate haplotype,Scaffold,,589.48,657240,664026,1958,31.5,check,,NCBI,,PRJEB57830,,,,,,,check_ebp_dtol,,,conditional,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_947425025.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_947425025.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_947425025.1.zip","datasets download genome accession GCA_947425025.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB57830
Polydrusus cervinus,Polydrusus,Curculionidae,Curculionoidea,Polyphaga,Coleoptera,ingroup,GCA_935413225.1,icPolCerv1.1 alternate haplotype,Contig,,681.55,655570,655570,2122,33,check,,NCBI,,PRJEB51934,,,,,,,check_ebp_dtol,,,conditional,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_935413225.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_935413225.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_935413225.1.zip","datasets download genome accession GCA_935413225.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB51934
Ophonus ardosiacus,Ophonus,Carabidae,Caraboidea,Adephaga,Coleoptera,ingroup,GCA_943138245.1,icOphArdo1.1 alternate haplotype,Contig,,884.35,650894,650894,2769,31,check,,NCBI,,PRJEB52909,,,,,,,check_ebp_dtol,,,conditional,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_943138245.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_943138245.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_943138245.1.zip","datasets download genome accession GCA_943138245.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB52909
Crioceris asparagi,Crioceris,Chrysomelidae,Chrysomeloidea,Polyphaga,Coleoptera,ingroup,GCA_958501965.1,icCriAspa1.1 alternate haplotype,Contig,,437.54,595382,595382,3887,33,check,,NCBI,,PRJEB64384,,,,,,,check_ebp_dtol,,,conditional,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_958501965.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_958501965.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_958501965.1.zip","datasets download genome accession GCA_958501965.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB64384
Harpalus rubripes,Harpalus,Carabidae,Caraboidea,Adephaga,Coleoptera,ingroup,GCA_963083015.1,icHarRubr1.1 alternate haplotype,Scaffold,,1154.55,592307,603827,6033,31.5,check,,NCBI,,PRJEB64812,,,,,,,check_ebp_dtol,,,conditional,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_963083015.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_963083015.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_963083015.1.zip","datasets download genome accession GCA_963083015.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB64812
Nicrophorus investigator,Nicrophorus,Silphidae,Staphylinoidea,Polyphaga,Coleoptera,ingroup,GCA_963457645.1,icNicInve2.1 alternate haplotype,Contig,,195.68,587776,587776,2037,31,check,,NCBI,,PRJEB66141,,,,,,,check_ebp_dtol,,,conditional,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_963457645.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_963457645.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_963457645.1.zip","datasets download genome accession GCA_963457645.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB66141
Podabrus alpinus,Podabrus,Cantharidae,Elateroidea,Polyphaga,Coleoptera,ingroup,GCA_932273715.1,icPodAlpi1.1 alternate haplotype,Scaffold,,741.84,587059,587059,3388,34,check,,NCBI,,PRJEB51186,,,,,,,check_ebp_dtol,,,conditional,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_932273715.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_932273715.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_932273715.1.zip","datasets download genome accession GCA_932273715.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB51186
Chrysolina americana,Chrysolina,Chrysomelidae,Chrysomeloidea,Polyphaga,Coleoptera,ingroup,GCA_958501925.1,icChrAmer1.1 alternate haplotype,Contig,,866.37,568128,568128,3407,36,check,,NCBI,,PRJEB64386,,,,,,,check_ebp_dtol,,,conditional,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_958501925.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_958501925.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_958501925.1.zip","datasets download genome accession GCA_958501925.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB64386
Schizotus pectinicornis,Schizotus,Pyrochroidae,Tenebrionoidea,Polyphaga,Coleoptera,ingroup,GCA_951805255.1,icSchPect1.1 alternate haplotype,Contig,,173.28,563495,563495,877,38,check,,NCBI,,PRJEB62790,,,,,,,check_ebp_dtol,,,conditional,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_951805255.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_951805255.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_951805255.1.zip","datasets download genome accession GCA_951805255.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB62790
Agrilus cyanescens,Agrilus,Buprestidae,Buprestoidea,Polyphaga,Coleoptera,ingroup,GCA_947389945.1,icAgrCyan1.1 alternate haplotype,Contig,,260.94,540517,540517,1330,34,check,,NCBI,,PRJEB57758,,,,,,,check_ebp_dtol,,,conditional,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_947389945.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_947389945.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_947389945.1.zip","datasets download genome accession GCA_947389945.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB57758
Scaphidium quadrimaculatum,Scaphidium,Staphylinidae,Staphylinoidea,Polyphaga,Coleoptera,ingroup,GCA_965283225.1,icScaQuad2.1 alternate haplotype,Scaffold,,1254.35,519534,102474065,4087,37.5,check,,NCBI,,PRJEB89535,,,,,,,check_ebp_dtol,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_965283225.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_965283225.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_965283225.1.zip","datasets download genome accession GCA_965283225.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB89535
Aspidapion aeneum,Aspidapion,Apionidae,Curculionoidea,Polyphaga,Coleoptera,ingroup,GCA_963576425.1,icAspAene1.1 alternate haplotype,Scaffold,,1267.91,492646,494872,6025,34,check,,NCBI,,PRJEB68112,,,,,,,check_ebp_dtol,,,conditional,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_963576425.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_963576425.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_963576425.1.zip","datasets download genome accession GCA_963576425.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB68112
Salpingus planirostris,Salpingus,Salpingidae,Tenebrionoidea,Polyphaga,Coleoptera,ingroup,GCA_949789865.1,icSalPlan1.1 alternate haplotype,Contig,,126.14,485600,485600,701,41,check,,NCBI,,PRJEB61167,,,,,,,check_ebp_dtol,,,conditional,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_949789865.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_949789865.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_949789865.1.zip","datasets download genome accession GCA_949789865.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB61167
Ctenicera cuprea,Ctenicera,Elateridae,Elateroidea,Polyphaga,Coleoptera,ingroup,GCA_958336375.1,icCteCupr1.1 alternate haplotype,Contig,,596.22,462208,462208,3002,33.5,check,,NCBI,,PRJEB64317,,,,,,,check_ebp_dtol,,,conditional,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_958336375.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_958336375.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_958336375.1.zip","datasets download genome accession GCA_958336375.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB64317
Agrypnus murinus,Agrypnus,Elateridae,Elateroidea,Polyphaga,Coleoptera,ingroup,GCA_929114945.1,icAgrMuri1.1 alternate haplotype,Scaffold,,1216.22,448824,448824,5882,33,check,,NCBI,,PRJEB50665,,,,,,,check_ebp_dtol,,,conditional,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_929114945.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_929114945.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_929114945.1.zip","datasets download genome accession GCA_929114945.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB50665
Cartodere bifasciata,Cartodere,Latridiidae,Coccinelloidea,Polyphaga,Coleoptera,ingroup,GCA_963920745.1,icCarBifa1.1 alternate haplotype,Scaffold,,178.61,417192,417475,2023,32,check,,NCBI,,PRJEB71556,,,,,,,check_ebp_dtol,,,conditional,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_963920745.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_963920745.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_963920745.1.zip","datasets download genome accession GCA_963920745.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB71556
Carabus problematicus,Carabus,Carabidae,Caraboidea,Adephaga,Coleoptera,ingroup,GCA_963422185.1,icCarProb1.1 alternate haplotype,Scaffold,,241.25,403213,406438,1631,34.5,check,,NCBI,,PRJEB65489,,,,,,,check_ebp_dtol,,,conditional,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_963422185.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_963422185.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_963422185.1.zip","datasets download genome accession GCA_963422185.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB65489
Phosphuga atrata,Phosphuga,Silphidae,Staphylinoidea,Polyphaga,Coleoptera,ingroup,GCA_944567605.1,icSilAtra2.1 alternate haplotype,Scaffold,,1139.23,402671,404699,7153,36,check,,NCBI,,PRJEB53720,,,,,,,check_ebp_dtol,,,conditional,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_944567605.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_944567605.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_944567605.1.zip","datasets download genome accession GCA_944567605.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB53720
Drusilla canaliculata,Drusilla,Staphylinidae,Staphylinoidea,Polyphaga,Coleoptera,ingroup,GCA_965644185.1,icDruCana1.hap2.1,Scaffold,,342.98,385837,32588319,1503,37,check,,NCBI,,PRJEB94097,,,,,,,check_ebp_dtol,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_965644185.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_965644185.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_965644185.1.zip","datasets download genome accession GCA_965644185.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB94097
Nebria brevicollis,Nebria,Carabidae,Caraboidea,Adephaga,Coleoptera,ingroup,GCA_944739395.1,icNebBrev1.1 alternate haplotype,Scaffold,,223.35,381756,381756,1937,33,check,,NCBI,,PRJEB53867,,,,,,,check_ebp_dtol,,,conditional,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_944739395.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_944739395.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_944739395.1.zip","datasets download genome accession GCA_944739395.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB53867
Agriotes lineatus,Agriotes,Elateridae,Elateroidea,Polyphaga,Coleoptera,ingroup,GCA_040955365.2,icAgrLine4_p1.2,Scaffold,,2257.79,362001,915219,5134,36,check,,NCBI,,PRJNA1117927,,,,,,,to_verify,,,conditional,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_040955365.2/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_040955365.2/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_040955365.2.zip","datasets download genome accession GCA_040955365.2 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1117927
Agelastica alni,Agelastica,Chrysomelidae,Chrysomeloidea,Polyphaga,Coleoptera,ingroup,GCA_950106765.2,icAgeAlni6.2 alternate haplotype,Contig,,589.99,355703,355703,3471,34.5,check,,NCBI,,PRJEB61674,,,,,,,check_ebp_dtol,,,conditional,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_950106765.2/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_950106765.2/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_950106765.2.zip","datasets download genome accession GCA_950106765.2 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB61674
Nedyus quadrimaculatus,Nedyus,Curculionidae,Curculionoidea,Polyphaga,Coleoptera,ingroup,GCA_977969695.1,icNedQuad3.1 alternate haplotype,Scaffold,,966.97,343631,355897,7583,34.5,check,,NCBI,,PRJEB105449,,,,,,,check_ebp_dtol,,,conditional,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_977969695.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_977969695.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_977969695.1.zip","datasets download genome accession GCA_977969695.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB105449
Anthonomus rubi,Anthonomus,Curculionidae,Curculionoidea,Polyphaga,Coleoptera,ingroup,GCA_050242875.2,icAntRubi4_a1.2,Scaffold,,280.62,343352,7999384,625,32.5,check,,NCBI,,PRJNA1153345,,,,,,,to_verify,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_050242875.2/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_050242875.2/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_050242875.2.zip","datasets download genome accession GCA_050242875.2 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1153345
Leistus spinibarbis,Leistus,Carabidae,Caraboidea,Adephaga,Coleoptera,ingroup,GCA_933228875.1,icLeiSpin1.1 alternate haplotype,Contig,,203.76,321871,321871,1905,31.5,check,,NCBI,,PRJEB51583,,,,,,,check_ebp_dtol,,,conditional,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_933228875.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_933228875.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_933228875.1.zip","datasets download genome accession GCA_933228875.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB51583
Lochmaea crataegi,Lochmaea,Chrysomelidae,Chrysomeloidea,Polyphaga,Coleoptera,ingroup,GCA_947563735.1,icLocCrat2.1 alternate haplotype,Contig,,736.12,303436,303436,4727,34,check,,NCBI,,PRJEB58178,,,,,,,check_ebp_dtol,,,conditional,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_947563735.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_947563735.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_947563735.1.zip","datasets download genome accession GCA_947563735.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB58178
Pyrochroa serraticornis,Pyrochroa,Pyrochroidae,Tenebrionoidea,Polyphaga,Coleoptera,ingroup,GCA_905333035.1,icPyrSerr1.1 alternate haplotype,Contig,,226.8,288810,288810,1337,34.5,check,,NCBI,,PRJEB43483,,,,,,,check_ebp_dtol,,,conditional,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_905333035.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_905333035.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_905333035.1.zip","datasets download genome accession GCA_905333035.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB43483
Rhagonycha lutea,Rhagonycha,Cantharidae,Elateroidea,Polyphaga,Coleoptera,ingroup,GCA_958510815.1,icRhaLute1.1 alternate haplotype,Contig,,389.55,274740,274740,2654,31.5,check,,NCBI,,PRJEB64397,,,,,,,check_ebp_dtol,,,conditional,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_958510815.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_958510815.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_958510815.1.zip","datasets download genome accession GCA_958510815.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB64397
Ocypus olens,Ocypus,Staphylinidae,Staphylinoidea,Polyphaga,Coleoptera,ingroup,GCA_910593855.1,icOcyOlen1.1 alternate haplotype,Contig,,1026.2,273013,273013,7136,32.5,check,,NCBI,,PRJEB45834,,,,,,,check_ebp_dtol,,,conditional,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_910593855.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_910593855.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_910593855.1.zip","datasets download genome accession GCA_910593855.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB45834
Platypus cylindrus,Platypus,Curculionidae,Curculionoidea,Polyphaga,Coleoptera,ingroup,GCA_949748395.1,icPlaCyli4.1 alternate haplotype,Contig,,127.33,271727,271727,1052,31,check,,NCBI,,PRJEB60809,,,,,,,check_ebp_dtol,,,conditional,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_949748395.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_949748395.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_949748395.1.zip","datasets download genome accession GCA_949748395.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB60809
Anaspis maculata,Anaspis,Scraptiidae,Tenebrionoidea,Polyphaga,Coleoptera,ingroup,GCA_949128105.1,icAnaMacu3.1 alternate haplotype,Contig,,722.94,270564,270564,5409,40,check,,NCBI,,PRJEB59497,,,,,,,check_ebp_dtol,,,conditional,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_949128105.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_949128105.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_949128105.1.zip","datasets download genome accession GCA_949128105.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB59497
Crepidodera aurea,Crepidodera,Chrysomelidae,Chrysomeloidea,Polyphaga,Coleoptera,ingroup,GCA_949319345.2,icCreAure2.2 alternate haplotype,Scaffold,,502.7,265917,265917,3319,32,check,,NCBI,,PRJEB60252,,,,,,,check_ebp_dtol,,,conditional,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_949319345.2/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_949319345.2/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_949319345.2.zip","datasets download genome accession GCA_949319345.2 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB60252
Amphimallon solstitiale,Amphimallon,Scarabaeidae,Scarabaeoidea,Polyphaga,Coleoptera,ingroup,GCA_963170735.1,icAmpSols1.1 alternate haplotype,Scaffold,,1372.12,261090,261564,15777,32.5,check,,NCBI,,PRJEB64916,,,,,,,check_ebp_dtol,,,conditional,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_963170735.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_963170735.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_963170735.1.zip","datasets download genome accession GCA_963170735.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB64916
