organism,taxid,family,suborder,project,assembly_name,status,goat_sequencing_status,accession,wgs_accession,assembly_span_mb,contig_n50,assembly_level,goat_assembly_id,record_type,in_tob_inventory
Tytthaspis sedecimpunctata,347477,Coccinellidae,Polyphaga,DToL,icTytSede3.1 alternate haplotype,alternate_haplotype,published,GCA_977970265.1,CDWWTG01,302.16,2103888,Contig,GCA_977970265.1,assembly,yes
Uleiota planata,346868,Silvanidae,Polyphaga,DToL,icUlePlan3.1 alternate haplotype,alternate_haplotype,published,GCA_965112435.1,CBCORL01,727.35,2218670,Scaffold,GCA_965112435.1,assembly,yes
Ulomoides dermestoides,1552300,Tenebrionidae,Polyphaga,unknown,ASM4095481v1,Chromosome,published,GCA_040954815.1,JBFMXQ01,253.33,12188387,Chromosome,GCA_040954815.1,assembly,yes
Rhagonycha lignosa,195289,Cantharidae,Polyphaga,DToL,icRhaLign2.1,Chromosome,published,GCA_965212295.1,CBDBVR01,554.74,7941140,Chromosome,GCA_965212295.1,assembly,yes
Lathrobium brunnipes,346787,Staphylinidae,Polyphaga,DToL,icLatBrun2.hap1.1,Chromosome,published,GCA_965240315.1,CBDEKW01,465.5,1077214,Chromosome,GCA_965240315.1,assembly,yes
Lathrobium brunnipes,346787,Staphylinidae,Polyphaga,DToL,icLatBrun2.hap2.1,Scaffold,published,GCA_965240505.1,CBDEKV01,422.78,1049616,Scaffold,GCA_965240505.1,assembly,yes
Leiosoma deflexum,1342033,Curculionidae,Polyphaga,DToL,icLeiDefl1.hap2.1,Scaffold,published,GCA_965260825.1,CBDHBO01,629.82,5009517,Scaffold,GCA_965260825.1,assembly,yes
Leiosoma deflexum,1342033,Curculionidae,Polyphaga,DToL,icLeiDefl1.hap1.1,Chromosome,published,GCA_965260835.1,CBDHBQ01,628.17,5745900,Chromosome,GCA_965260835.1,assembly,yes
Notoxus monoceros,1553591,Anthicidae,Polyphaga,DToL,icNotMono1.hap2.1,Scaffold,published,GCA_965276425.1,CBDIAQ01,1120.36,5787856,Scaffold,GCA_965276425.1,assembly,yes
Notoxus monoceros,1553591,Anthicidae,Polyphaga,DToL,icNotMono1.hap1.1,Chromosome,published,GCA_965276455.1,CBDIAP01,1173.06,5447211,Chromosome,GCA_965276455.1,assembly,yes
Nacerdes melanura,878157,Oedemeridae,Polyphaga,DToL,icNacMela1.hap1.1,Chromosome,published,GCA_965279825.1,CBDIIS01,530.9,38393140,Chromosome,GCA_965279825.1,assembly,yes
Amara ovata,346692,Carabidae,Adephaga,DToL,icAmaOvat1.hap1.1,Chromosome,published,GCA_965279875.1,CBDIIW01,806.52,5534976,Chromosome,GCA_965279875.1,assembly,yes
Ocys tachysoides,1940097,Carabidae,Adephaga,DToL,icOcyTach1.1,Chromosome,published,GCA_965282375.1,CBDIKH01,493.76,3804920,Chromosome,GCA_965282375.1,assembly,yes
Scaphidium quadrimaculatum,295644,Staphylinidae,Polyphaga,DToL,icScaQuad2.1,Chromosome,published,GCA_965282785.1,CBDINF01,1268.46,6726481,Chromosome,GCA_965282785.1,assembly,yes
Metoecus paradoxus,433052,Ripiphoridae,Polyphaga,DToL,icMetPara1.1,Chromosome,published,GCA_965282865.1,CBDIMG01,100.37,698376,Chromosome,GCA_965282865.1,assembly,yes
Pterostichus vernalis,878440,Carabidae,Adephaga,DToL,icPteVern2.1,Chromosome,published,GCA_965283465.1,CBDIOQ01,972.28,2239000,Chromosome,GCA_965283465.1,assembly,yes
Pseudocistela ceramboides,295998,Tenebrionidae,Polyphaga,DToL,icPseCera1.hap1.1,Chromosome,published,GCA_965601595.1,CBFCXH01,356.59,307262,Chromosome,GCA_965601595.1,assembly,yes
Pseudocistela ceramboides,295998,Tenebrionidae,Polyphaga,DToL,icPseCera1.hap2.1,Scaffold,published,GCA_965601655.1,CBFCXI01,357.26,350824,Scaffold,GCA_965601655.1,assembly,yes
Harpalus anxius,247284,Carabidae,Adephaga,DToL,icHarAnxi1.hap2.1,Scaffold,published,GCA_965601815.1,CBFCXJ01,1031.14,4337460,Scaffold,GCA_965601815.1,assembly,yes
Harpalus anxius,247284,Carabidae,Adephaga,DToL,icHarAnxi1.hap1.1,Chromosome,published,GCA_965601895.1,CBFCXK01,1066.24,3992063,Chromosome,GCA_965601895.1,assembly,yes
Crepidodera fulvicornis,1425550,Chrysomelidae,Polyphaga,DToL,icCreFulv2.1,Chromosome,published,GCA_965615805.1,CBFEAU01,493.21,4757256,Chromosome,GCA_965615805.1,assembly,yes
Cryptorhynchus lapathi,201897,Curculionidae,Polyphaga,DToL,icCryLapa1.hap2.1,Scaffold,published,GCA_965641335.1,CBFFIL01,440.97,6019000,Scaffold,GCA_965641335.1,assembly,yes
Cryptorhynchus lapathi,201897,Curculionidae,Polyphaga,DToL,icCryLapa1.hap1.1,Chromosome,published,GCA_965641385.1,CBFFIQ01,478.88,6329822,Chromosome,GCA_965641385.1,assembly,yes
Gastrophysa viridula,154015,Chrysomelidae,Polyphaga,DToL,icGasViri2.1,Chromosome,published,GCA_965641405.1,CBFFIO01,349.62,3283698,Chromosome,GCA_965641405.1,assembly,yes
Magdalis cerasi,1143066,Curculionidae,Polyphaga,DToL,icMagCera1.1,Chromosome,published,GCA_965642045.1,CBFFKY01,1665.1,321191,Chromosome,GCA_965642045.1,assembly,yes
Aromia moschata,1265417,Cerambycidae,Polyphaga,DToL,icAroMosc1.hap1.1,Chromosome,published,GCA_965642075.1,CBFFLE01,738.97,9572216,Chromosome,GCA_965642075.1,assembly,yes
Aromia moschata,1265417,Cerambycidae,Polyphaga,DToL,icAroMosc1.hap2.1,Scaffold,published,GCA_965642155.1,CBFFLF01,691.68,9315063,Scaffold,GCA_965642155.1,assembly,yes
Catops nigricans,346753,Leiodidae,Polyphaga,DToL,icCatNigr1.hap2.1,Chromosome,published,GCA_965642105.1,CBFFLD01,204.7,1708696,Chromosome,GCA_965642105.1,assembly,yes
Catops nigricans,346753,Leiodidae,Polyphaga,DToL,icCatNigr1.hap1.1,Chromosome,published,GCA_965642125.1,CBFFLC01,209.7,1705193,Chromosome,GCA_965642125.1,assembly,yes
Orchesia undulata,351518,Melandryidae,Polyphaga,DToL,icOrcUndu1.hap2.1,Scaffold,published,GCA_965642215.1,CBFFLQ01,227.58,4401460,Scaffold,GCA_965642215.1,assembly,yes
Orchesia undulata,351518,Melandryidae,Polyphaga,DToL,icOrcUndu1.hap1.1,Chromosome,published,GCA_965642315.1,CBFFLT01,226.79,4513838,Chromosome,GCA_965642315.1,assembly,yes
Mycetophagus piceus,1501876,Mycetophagidae,Polyphaga,DToL,icMycPice2.hap2.1,Scaffold,published,GCA_965642245.1,CBFFLR01,141.81,1811000,Scaffold,GCA_965642245.1,assembly,yes
Mycetophagus piceus,1501876,Mycetophagidae,Polyphaga,DToL,icMycPice2.hap1.1,Chromosome,published,GCA_965642255.1,CBFFLS01,169.61,1957516,Chromosome,GCA_965642255.1,assembly,yes
Chrysomela populi,154003,Chrysomelidae,Polyphaga,DToL,icChrPopu2.hap2.1,Scaffold,published,GCA_965642275.1,CBFFLU01,544.77,1152832,Scaffold,GCA_965642275.1,assembly,yes
Chrysomela populi,154003,Chrysomelidae,Polyphaga,DToL,icChrPopu2.hap1.1,Chromosome,published,GCA_965642295.1,CBFFLV01,546.98,1112475,Chromosome,GCA_965642295.1,assembly,yes
Harmonia quadripunctata,346781,Coccinellidae,Polyphaga,DToL,icHarQuad1.hap2.1,Scaffold,published,GCA_965642355.1,CBFFME01,655.05,6272178,Scaffold,GCA_965642355.1,assembly,yes
Harmonia quadripunctata,346781,Coccinellidae,Polyphaga,DToL,icHarQuad1.hap1.1,Chromosome,published,GCA_965642415.1,CBFFMI01,661.31,7798040,Chromosome,GCA_965642415.1,assembly,yes
Cantharis decipiens,877885,Cantharidae,Polyphaga,DToL,icCanDeci3.1,Chromosome,published,GCA_965642435.1,CBFFMD01,355.23,2185536,Chromosome,GCA_965642435.1,assembly,yes
Notiophilus biguttatus,346812,Carabidae,Adephaga,DToL,icNotBigu1.1,Chromosome,published,GCA_965642445.1,CBFFMG01,490.36,3818127,Chromosome,GCA_965642445.1,assembly,yes
Phyllobius virideaeris,878368,Curculionidae,Polyphaga,DToL,icPhyViri1.hap1.1,Chromosome,published,GCA_965642995.1,CBFFNH01,1174.96,6429082,Chromosome,GCA_965642995.1,assembly,yes
Phyllobius virideaeris,878368,Curculionidae,Polyphaga,DToL,icPhyViri1.hap2.1,Chromosome,published,GCA_965643005.1,CBFFNG01,1178.12,6641151,Chromosome,GCA_965643005.1,assembly,yes
Megatoma undata,878194,Dermestidae,Polyphaga,DToL,icMegUnda1.hap1.1,Chromosome,published,GCA_965643495.1,CBFFPI01,417.16,6947368,Chromosome,GCA_965643495.1,assembly,yes
Megatoma undata,878194,Dermestidae,Polyphaga,DToL,icMegUnda1.hap2.1,Scaffold,published,GCA_965643635.1,CBFFPM01,368.9,6930725,Scaffold,GCA_965643635.1,assembly,yes
Bruchidius villosus,256915,Chrysomelidae,Polyphaga,DToL,icBruVill1.hap1.1,Chromosome,published,GCA_965643515.1,CBFFPQ01,972.79,4347107,Chromosome,GCA_965643515.1,assembly,yes
Bruchidius villosus,256915,Chrysomelidae,Polyphaga,DToL,icBruVill1.hap2.1,Scaffold,published,GCA_965643565.1,CBFFPO01,962.34,4763205,Scaffold,GCA_965643565.1,assembly,yes
Rhizotrogus aestivus,1971888,Scarabaeidae,Polyphaga,DToL,icRhiAest1.hap1.1,Chromosome,published,GCA_965643555.1,CBFFPU01,2078.26,2065809,Chromosome,GCA_965643555.1,assembly,yes
Rhizotrogus aestivus,1971888,Scarabaeidae,Polyphaga,DToL,icRhiAest1.hap2.1,Scaffold,published,GCA_965643615.1,CBFFPV01,1871.47,2066696,Scaffold,GCA_965643615.1,assembly,yes
Eulagius filicornis,1586587,Mycetophagidae,Polyphaga,DToL,icEulFili2.1,Chromosome,published,GCA_965643585.1,CBFFPG01,160.71,3619454,Chromosome,GCA_965643585.1,assembly,yes
Hypera rumicis,346786,Curculionidae,Polyphaga,DToL,icHypRumi1.hap2.1,Chromosome,published,GCA_965643715.1,CBFFQF01,1709.03,9598395,Chromosome,GCA_965643715.1,assembly,yes
Hypera rumicis,346786,Curculionidae,Polyphaga,DToL,icHypRumi1.hap1.1,Chromosome,published,GCA_965643735.1,CBFFQE01,1773.45,11225160,Chromosome,GCA_965643735.1,assembly,yes
Anobium punctatum,877859,Ptinidae,Polyphaga,DToL,icAnoPunc1.hap2.1,Scaffold,published,GCA_965643725.1,CBFFPY01,284.04,3523807,Scaffold,GCA_965643725.1,assembly,yes
Anobium punctatum,877859,Ptinidae,Polyphaga,DToL,icAnoPunc1.hap1.1,Chromosome,published,GCA_965643755.1,CBFFQA01,349.95,2667738,Chromosome,GCA_965643755.1,assembly,yes
Microrhagus pygmaeus,445480,Eucnemidae,Polyphaga,DToL,icMicPygm2.1,Chromosome,published,GCA_965643785.1,CBFFQC01,320.8,1272189,Chromosome,GCA_965643785.1,assembly,yes
Drusilla canaliculata,135868,Staphylinidae,Polyphaga,DToL,icDruCana1.hap1.1,Chromosome,published,GCA_965644065.1,CBFFQV01,342.07,398913,Chromosome,GCA_965644065.1,assembly,yes
Drusilla canaliculata,135868,Staphylinidae,Polyphaga,DToL,icDruCana1.hap2.1,Scaffold,published,GCA_965644185.1,CBFFQX01,342.98,385837,Scaffold,GCA_965644185.1,assembly,yes
Lesteva pubescens,346794,Staphylinidae,Polyphaga,DToL,icLesPube1.hap2.1,Scaffold,published,GCA_965644435.1,CBFFSN01,983.04,1615374,Scaffold,GCA_965644435.1,assembly,yes
Lesteva pubescens,346794,Staphylinidae,Polyphaga,DToL,icLesPube1.hap1.1,Chromosome,published,GCA_965644545.1,CBFFSS01,984.73,1633415,Chromosome,GCA_965644545.1,assembly,yes
Coccinella magnifica,185877,Coccinellidae,Polyphaga,DToL,icCocMagn1.hap2.1,Scaffold,published,GCA_965644505.1,CBFFSK01,558.91,5644604,Scaffold,GCA_965644505.1,assembly,yes
Coccinella magnifica,185877,Coccinellidae,Polyphaga,DToL,icCocMagn1.hap1.1,Chromosome,published,GCA_965644565.1,CBFFSL01,498.77,7477629,Chromosome,GCA_965644565.1,assembly,yes
Leistus fulvibarbis,346789,Carabidae,Adephaga,DToL,icLeiFulv1.hap1.1,Chromosome,published,GCA_965644575.1,CBFFSG01,261.71,2898318,Chromosome,GCA_965644575.1,assembly,yes
Leistus fulvibarbis,346789,Carabidae,Adephaga,DToL,icLeiFulv1.hap2.1,Chromosome,published,GCA_965644585.1,CBFFSD01,218.71,2906524,Chromosome,GCA_965644585.1,assembly,yes
Crepidodera aurata,200911,Chrysomelidae,Polyphaga,DToL,icCreAura1.1,Chromosome,published,GCA_965645225.1,CBFFVC01,840.27,1019463,Chromosome,GCA_965645225.1,assembly,yes
Curculio glandium,197013,Curculionidae,Polyphaga,DToL,icCurGlan1.1,Chromosome,published,GCA_965648435.1,CBFGHQ01,1121.34,2415291,Chromosome,GCA_965648435.1,assembly,yes
Hallomenus binotatus,295970,Tetratomidae,Polyphaga,DToL,icHalBino1.hap1.1,Chromosome,published,GCA_965648495.1,CBFGHG01,204.88,4510000,Chromosome,GCA_965648495.1,assembly,yes
Hallomenus binotatus,295970,Tetratomidae,Polyphaga,DToL,icHalBino1.hap2.1,Scaffold,published,GCA_965648505.1,CBFGHF01,200.1,6261000,Scaffold,GCA_965648505.1,assembly,yes
Nalassus laevioctostriatus,878205,Tenebrionidae,Polyphaga,DToL,icNalLaev1.hap2.1,Chromosome,published,GCA_965649375.1,CBFGKQ01,558.9,2328048,Chromosome,GCA_965649375.1,assembly,yes
Nalassus laevioctostriatus,878205,Tenebrionidae,Polyphaga,DToL,icNalLaev1.hap1.1,Chromosome,published,GCA_965649385.1,CBFGKR01,534.57,2823984,Chromosome,GCA_965649385.1,assembly,yes
Chaetocnema hortensis,346761,Chrysomelidae,Polyphaga,DToL,icChaHort1.hap1.1,Chromosome,published,GCA_965653155.1,CBFGZA01,384.62,497099,Chromosome,GCA_965653155.1,assembly,yes
Chaetocnema hortensis,346761,Chrysomelidae,Polyphaga,DToL,icChaHort1.hap2.1,Chromosome,published,GCA_965653175.1,CBFGYZ01,383.8,447560,Chromosome,GCA_965653175.1,assembly,yes
Laccobius striatulus,446446,Hydrophilidae,Polyphaga,DToL,icLacStri1.hap1.1,Chromosome,published,GCA_965654235.1,CBFHCZ01,1048.63,8827139,Chromosome,GCA_965654235.1,assembly,yes
Laccobius striatulus,446446,Hydrophilidae,Polyphaga,DToL,icLacStri1.hap2.1,Chromosome,published,GCA_965654275.1,CBFHDB01,1060.83,7426591,Chromosome,GCA_965654275.1,assembly,yes
Phyllobius argentatus,346824,Curculionidae,Polyphaga,DToL,icPhyArge1.hap1.1,Chromosome,published,GCA_965654255.1,CBFHCY01,977.77,5055939,Chromosome,GCA_965654255.1,assembly,yes
Phyllobius argentatus,346824,Curculionidae,Polyphaga,DToL,icPhyArge1.hap2.1,Chromosome,published,GCA_965654395.1,CBFHDK01,937.0,5342107,Chromosome,GCA_965654395.1,assembly,yes
Magdalis barbicornis,878129,Curculionidae,Polyphaga,DToL,icMagBarb1.hap1.1,Chromosome,published,GCA_965663545.1,CBFIMD01,1457.47,305565,Chromosome,GCA_965663545.1,assembly,yes
Magdalis barbicornis,878129,Curculionidae,Polyphaga,DToL,icMagBarb1.hap2.1,Scaffold,published,GCA_965663605.1,CBFIMC01,1399.1,316014,Scaffold,GCA_965663605.1,assembly,yes
Anthobium unicolor,347271,Staphylinidae,Polyphaga,DToL,icAntUnic1.1,Chromosome,published,GCA_965663565.1,CBFILU01,359.18,1023587,Chromosome,GCA_965663565.1,assembly,yes
Cryptocephalus pusillus,877924,Chrysomelidae,Polyphaga,DToL,icCroPusi3.1,Chromosome,published,GCA_965663585.1,CBFILQ01,312.95,580918,Chromosome,GCA_965663585.1,assembly,yes
Tachyporus hypnorum,346861,Staphylinidae,Polyphaga,DToL,icTacHypn4.1,Chromosome,published,GCA_965783885.1,CBGAJX01,531.37,1061911,Chromosome,GCA_965783885.1,assembly,yes
Subcoccinella vigintiquattuorpunctata,295815,Coccinellidae,Polyphaga,DToL,icSubVigi2.1,Chromosome,published,GCA_965783985.1,CBGAJW01,532.03,7289122,Chromosome,GCA_965783985.1,assembly,yes
Agriotes lineatus,292458,Elateridae,Polyphaga,DToL,icAgrLine1.hap2.1,Scaffold,published,GCA_965788365.1,CBGBGR01,2557.49,4104806,Scaffold,GCA_965788365.1,assembly,yes
Agriotes lineatus,292458,Elateridae,Polyphaga,DToL,icAgrLine1.hap1.1,Chromosome,published,GCA_965788545.1,CBGBGQ01,2590.71,4416720,Chromosome,GCA_965788545.1,assembly,yes
Calathus melanocephalus,127479,Carabidae,Adephaga,DToL,icCalMela1.hap1.1,Chromosome,published,GCA_966096355.1,CBHTVZ01,966.57,4009859,Chromosome,GCA_966096355.1,assembly,yes
Calathus melanocephalus,127479,Carabidae,Adephaga,DToL,icCalMela1.hap2.1,Scaffold,published,GCA_966112745.1,CBHWEV01,976.61,4514173,Scaffold,GCA_966112745.1,assembly,yes
Leistus rufomarginatus,346790,Carabidae,Adephaga,DToL,icLeiRufo1.hap1.1,Chromosome,published,GCA_966112595.1,CBHWES01,264.39,4280190,Chromosome,GCA_966112595.1,assembly,yes
Leistus rufomarginatus,346790,Carabidae,Adephaga,DToL,icLeiRufo1.hap2.1,Scaffold,published,GCA_966112655.1,CBHWEN01,257.83,4304529,Scaffold,GCA_966112655.1,assembly,yes
Betulapion simile,382944,Apionidae,Polyphaga,DToL,icBetSimi1.1,Chromosome,published,GCA_966183525.1,CBIFSV01,1089.72,1938912,Chromosome,GCA_966183525.1,assembly,yes
Rhyzobius forestieri,2849648,Coccinellidae,Polyphaga,DToL,icRhyFore2.1,Chromosome,published,GCA_966185095.1,CBIFTG01,753.45,158616,Chromosome,GCA_966185095.1,assembly,yes
Sphaeroderma testaceum,428710,Chrysomelidae,Polyphaga,DToL,icSphTest1.hap2.1,Scaffold,published,GCA_971785815.1,CCNZSZ01,1522.33,2678904,Scaffold,GCA_971785815.1,assembly,yes
Sphaeroderma testaceum,428710,Chrysomelidae,Polyphaga,DToL,icSphTest1.hap1.1,Chromosome,published,GCA_971796245.1,CCOBKS01,1521.3,2407971,Chromosome,GCA_971796245.1,assembly,yes
Amara aenea,585988,Carabidae,Adephaga,DToL,icAmaAene1.hap1.1,Chromosome,published,GCA_973350105.1,CCWXCS01,880.37,6359709,Chromosome,GCA_973350105.1,assembly,yes
Amara aenea,585988,Carabidae,Adephaga,DToL,icAmaAene1.hap2.1,Scaffold,published,GCA_973897575.1,CDAAAI01,779.72,6197426,Scaffold,GCA_973897575.1,assembly,yes
Serica brunnea,465155,Scarabaeidae,Polyphaga,DToL,icSerBrun1.hap2.1,Scaffold,published,GCA_973358345.1,CCWYKF01,1482.9,5414559,Scaffold,GCA_973358345.1,assembly,yes
Serica brunnea,465155,Scarabaeidae,Polyphaga,DToL,icSerBrun1.hap1.1,Chromosome,published,GCA_973946265.1,CDAHKJ01,1695.55,4783073,Chromosome,GCA_973946265.1,assembly,yes
Drilus flavescens,295522,Elateridae,Polyphaga,DToL,icDriFlav1.hap1.1,Chromosome,published,GCA_973896625.1,CCZZYM01,1008.85,1096200,Chromosome,GCA_973896625.1,assembly,yes
Drilus flavescens,295522,Elateridae,Polyphaga,DToL,icDriFlav1.hap2.1,Chromosome,published,GCA_973896695.1,CCZZXU01,748.31,1069827,Chromosome,GCA_973896695.1,assembly,yes
Diplocoelus fagi,433040,Biphyllidae,Polyphaga,DToL,icDipFagi1.hap2.1,Scaffold,published,GCA_975143845.1,CDHCNC01,1451.45,3789930,Scaffold,GCA_975143845.1,assembly,yes
Diplocoelus fagi,433040,Biphyllidae,Polyphaga,DToL,icDipFagi1.hap1.1,Chromosome,published,GCA_975146085.1,CDHCUR01,1695.92,2757361,Chromosome,GCA_975146085.1,assembly,yes
Lesteva punctata,290674,Staphylinidae,Polyphaga,DToL,icLesPunc1.hap1.1,Chromosome,published,GCA_975739945.1,CDKMNA01,1256.74,443094,Chromosome,GCA_975739945.1,assembly,yes
Lesteva punctata,290674,Staphylinidae,Polyphaga,DToL,icLesPunc1.hap2.1,Scaffold,published,GCA_975740015.1,CDKMMZ01,1226.4,459486,Scaffold,GCA_975740015.1,assembly,yes
Pterostichus diligens,360359,Carabidae,Adephaga,DToL,icPteDili1.hap1.1,Chromosome,published,GCA_976289695.1,CDNPRO01,572.07,587496,Chromosome,GCA_976289695.1,assembly,yes
Pterostichus diligens,360359,Carabidae,Adephaga,DToL,icPteDili1.hap2.1,Scaffold,published,GCA_976576855.1,CDPGEK01,528.81,645914,Scaffold,GCA_976576855.1,assembly,yes
Lasiorhynchites cavifrons,202013,Attelabidae,Polyphaga,DToL,icLasCavi1.hap1.1,Chromosome,published,GCA_976916715.1,CDREMS01,1354.93,5090000,Chromosome,GCA_976916715.1,assembly,yes
Lasiorhynchites cavifrons,202013,Attelabidae,Polyphaga,DToL,icLasCavi1.hap2.1,Chromosome,published,GCA_976919195.1,CDREWD01,1324.68,4985498,Chromosome,GCA_976919195.1,assembly,yes
Dendroctonus ponderosae,77166,Curculionidae,Polyphaga,unknown,DendPond_male_1.0,Scaffold,published,GCA_000355655.1,APGK01,252.85,7451,Scaffold,GCA_000355655.1,assembly,yes
Dendroctonus ponderosae,77166,Curculionidae,Polyphaga,unknown,DendPond_female_1.0,Scaffold,published,GCA_000346045.2,APGL01,261.33,10101,Scaffold,GCA_000346045.2,assembly,yes
Anoplophora glabripennis,217634,Cerambycidae,Polyphaga,Ag100Pest,Agla_2.0,Scaffold,published,GCA_000390285.2,AQHT02,706.95,80490,Scaffold,GCA_000390285.2,assembly,yes
Eledona agricola,347340,Tenebrionidae,Polyphaga,DToL,icEleAgri1.2,Chromosome,published,GCA_964023215.2,CAXIEJ02,358.83,4218407,Chromosome,GCA_964023215.2,assembly,yes
Melinopterus prodromus,1971315,Scarabaeidae,Polyphaga,DToL,icMelProd3.1,Chromosome,published,GCA_964023965.1,CAXIES01,645.61,1982000,Chromosome,GCA_964023965.1,assembly,yes
Altica lythri,346691,Chrysomelidae,Polyphaga,DToL,icAltLyth1.1,alternate_haplotype,published,GCA_964028335.1,CAXIIO01,1003.51,2893756,Chromosome,GCA_964028335.1,assembly,yes
Tetropium fuscum,256650,Cerambycidae,Polyphaga,DToL,icTetFusc2.1,Chromosome,published,GCA_964058775.1,CAXKVQ01,555.63,3916055,Chromosome,GCA_964058775.1,assembly,yes
Calvia quattuordecimguttata,419956,Coccinellidae,Polyphaga,DToL,icCalQuat4.1,Chromosome,published,GCA_964059645.1,CAXKXO01,844.4,13501844,Chromosome,GCA_964059645.1,assembly,yes
Platystomos albinus,197009,Anthribidae,Polyphaga,DToL,icPlaAlbi1.hap1.1,Chromosome,published,GCA_964106875.1,,555.31,4331580,Chromosome,GCA_964106875.1,assembly,yes
Anisosticta novemdecimpunctata,185876,Coccinellidae,Polyphaga,DToL,icAniNove2.1,Chromosome,published,GCA_964188095.1,CAXLNZ01,438.67,16069806,Chromosome,GCA_964188095.1,assembly,yes
Abax parallelepipedus,102642,Carabidae,Adephaga,DToL,icAbaPara2.1,Chromosome,published,GCA_964197645.1,CAXMWO01,596.99,3250000,Chromosome,GCA_964197645.1,assembly,yes
Chrysolina graminis,111401,Chrysomelidae,Polyphaga,DToL,icChrGram1.hap1.1,Chromosome,published,GCA_964197785.1,CAXMXI01,1467.2,2842487,Chromosome,GCA_964197785.1,assembly,yes
Anaspis regimbarti,346699,Scraptiidae,Polyphaga,DToL,icAnaRegi1.1,Chromosome,published,GCA_964204715.1,CAXNRD01,457.61,6911245,Chromosome,GCA_964204715.1,assembly,yes
Bruchidius varius,256828,Chrysomelidae,Polyphaga,DToL,icBruVari1.hap1.1,Chromosome,published,GCA_964204745.1,CAXNRL01,1210.03,3151950,Chromosome,GCA_964204745.1,assembly,yes
Denticollis linearis,333879,Elateridae,Polyphaga,DToL,icDenLine1.1,Chromosome,published,GCA_964205235.1,CAXNTA01,1601.18,8081841,Chromosome,GCA_964205235.1,assembly,yes
Aphodius fimetarius,207148,Scarabaeidae,Polyphaga,DToL,icAphFime1.1,Chromosome,published,GCA_964211865.1,CAXOSS01,1343.38,2803677,Chromosome,GCA_964211865.1,assembly,yes
Kyklioacalles roboris,501664,Curculionidae,Polyphaga,DToL,icKykRobo1.hap1.1,Chromosome,published,GCA_964211925.1,CAXOTA01,698.93,2967359,Chromosome,GCA_964211925.1,assembly,yes
Kyklioacalles roboris,501664,Curculionidae,Polyphaga,DToL,icKykRobo1.hap2.1,Scaffold,published,GCA_964211975.1,CAXOSZ01,609.02,4107426,Scaffold,GCA_964211975.1,assembly,yes
Staphylinus erythropterus,1553746,Staphylinidae,Polyphaga,DToL,icStaEryt1.hap1.1,Chromosome,published,GCA_964211955.1,CAXOTC01,1412.48,6140586,Chromosome,GCA_964211955.1,assembly,yes
Staphylinus erythropterus,1553746,Staphylinidae,Polyphaga,DToL,icStaEryt1.hap2.1,Scaffold,published,GCA_964211985.1,CAXOTB01,1331.79,6719939,Scaffold,GCA_964211985.1,assembly,yes
