accession,organism,family,suborder,length_bp,submission_date,in_tob_winners
KX087287.1,Elateroidea sp. AH-2016,Incertae_sedis_Elateroidea,Polyphaga,16005,2017/10/13,no
KT696271.1,Elateroidea sp. BMNH 1274768,Incertae_sedis_Elateroidea,Polyphaga,14440,2016/02/29,no
KT182067.1,Cryptolestes ferrugineus,Laemophloeidae,Polyphaga,15511,2015/10/14,no
NC_028203.1,Cryptolestes ferrugineus,Laemophloeidae,Polyphaga,15511,2015/11/01,no
KT070713.1,Cryptolestes pusillus,Laemophloeidae,Polyphaga,15502,2015/10/14,no
NC_028204.1,Cryptolestes pusillus,Laemophloeidae,Polyphaga,15502,2015/11/01,no
KT070712.1,Cryptolestes turcicus,Laemophloeidae,Polyphaga,15517,2015/10/14,no
MH020192.1,Abscondita anceyi,Lampyridae,Polyphaga,16519,2018/09/10,no
MT554383.1,Abscondita anceyi,Lampyridae,Polyphaga,16310,2024/05/01,no
NC_039706.1,Abscondita anceyi,Lampyridae,Polyphaga,16519,2018/11/09,no
MW751423.1,Abscondita cerata,Lampyridae,Polyphaga,16964,2021/06/28,yes
NC_068007.1,Abscondita chinensis,Lampyridae,Polyphaga,16310,2022/11/12,no
OL998463.1,Abscondita chinensis,Lampyridae,Polyphaga,16310,2022/10/22,no
OL998464.1,Abscondita chinensis,Lampyridae,Polyphaga,16363,2022/10/22,no
OM802863.1,Abscondita chinensis,Lampyridae,Polyphaga,15805,2022/11/13,no
MK292092.1,Abscondita terminalis,Lampyridae,Polyphaga,16402,2019/09/04,yes
MN722653.1,Abscondita terminalis,Lampyridae,Polyphaga,16398,2021/02/10,yes
NC_044776.1,Abscondita terminalis,Lampyridae,Polyphaga,16402,2019/09/21,yes
OM802860.1,Abscondita terminalis,Lampyridae,Polyphaga,16376,2022/11/13,yes
KX758085.1,Aquatica ficta,Lampyridae,Polyphaga,16836,2017/05/30,no
NC_035060.1,Aquatica ficta,Lampyridae,Polyphaga,16836,2017/06/13,no
OM802857.1,Aquatica ficta,Lampyridae,Polyphaga,15633,2022/11/13,no
PX122780.1,Aquatica hydrophila,Lampyridae,Polyphaga,16934,2025/08/19,no
LC306678.1,Aquatica lateralis,Lampyridae,Polyphaga,16719,2017/08/22,no
LC677169.1,Aquatica lateralis,Lampyridae,Polyphaga,16716,2022/04/13,no
NC_035755.1,Aquatica lateralis,Lampyridae,Polyphaga,16719,2017/08/31,no
OM135506.1,Aquatica lateralis,Lampyridae,Polyphaga,16851,2022/10/23,no
KF667531.1,Aquatica leii,Lampyridae,Polyphaga,16856,2014/10/01,yes
NC_025276.1,Aquatica leii,Lampyridae,Polyphaga,16856,2014/10/24,yes
OM743434.1,Aquatica leii,Lampyridae,Polyphaga,16385,2022/11/09,yes
OM743435.1,Aquatica leii,Lampyridae,Polyphaga,16444,2022/11/09,yes
OM135504.1,Aquatica sp. a XF-2022,Lampyridae,Polyphaga,16350,2022/10/23,no
OM135505.1,Aquatica sp. q XF-2022,Lampyridae,Polyphaga,16249,2022/10/23,no
KX758086.1,Aquatica wuhana,Lampyridae,Polyphaga,16186,2017/05/30,no
NC_035061.1,Aquatica wuhana,Lampyridae,Polyphaga,16186,2017/06/13,no
OM802858.1,Aquatica wuhana,Lampyridae,Polyphaga,15599,2022/11/13,no
KX229747.1,Asymmetricata circumdata,Lampyridae,Polyphaga,15967,2016/11/14,no
MK292113.1,Asymmetricata circumdata,Lampyridae,Polyphaga,15950,2019/09/04,no
NC_032062.1,Asymmetricata circumdata,Lampyridae,Polyphaga,15967,2016/12/07,no
OM802861.1,Asymmetricata circumdata,Lampyridae,Polyphaga,15666,2022/11/13,no
NC_084295.1,Australoluciola thailandica,Lampyridae,Polyphaga,16054,2023/12/07,no
OP747312.1,Australoluciola thailandica,Lampyridae,Polyphaga,16054,2023/11/05,no
KJ922151.1,Bicellonychia lividipennis,Lampyridae,Polyphaga,16466,2016/04/20,no
NC_030060.1,Bicellonychia lividipennis,Lampyridae,Polyphaga,16466,2016/05/04,no
MK292114.1,Curtos bilineatus,Lampyridae,Polyphaga,16677,2019/09/04,no
NC_044789.1,Curtos bilineatus,Lampyridae,Polyphaga,16677,2019/09/21,no
MK609965.1,Curtos costipennis,Lampyridae,Polyphaga,16626,2019/11/03,no
MW582616.1,Curtos fulvocapitalis,Lampyridae,Polyphaga,16398,2021/05/18,no
NC_058281.1,Curtos fulvocapitalis,Lampyridae,Polyphaga,16398,2021/10/25,no
OP747313.1,Curtos sp.,Lampyridae,Polyphaga,16153,2023/11/05,no
MW365445.1,Cyphonocerus sanguineus klapperichi,Lampyridae,Polyphaga,16443,2021/08/03,no
MH651351.1,Diaphanes citrinus,Lampyridae,Polyphaga,18594,2020/09/11,no
NC_051869.1,Diaphanes citrinus,Lampyridae,Polyphaga,18594,2020/12/10,no
MK292116.1,Diaphanes mendax,Lampyridae,Polyphaga,17959,2019/09/04,no
NC_044791.1,Diaphanes mendax,Lampyridae,Polyphaga,17959,2019/09/21,no
MK292094.1,Diaphanes nubilus,Lampyridae,Polyphaga,17683,2019/09/04,no
NC_044787.1,Diaphanes nubilus,Lampyridae,Polyphaga,17683,2019/09/21,no
MK292118.1,Diaphanes pectinealis,Lampyridae,Polyphaga,17981,2019/09/04,no
NC_044793.1,Diaphanes pectinealis,Lampyridae,Polyphaga,17981,2019/09/21,no
MK292095.1,Diaphanes sp. FM11,Lampyridae,Polyphaga,17055,2019/09/04,no
MZ457901.1,Drilaster sp. 2 XYG-2023a,Lampyridae,Polyphaga,15359,2023/06/11,no
NC_067971.1,Emarginoptyx trilucida,Lampyridae,Polyphaga,16398,2022/11/12,no
OL944084.1,Emarginoptyx trilucida,Lampyridae,Polyphaga,16398,2022/10/19,no
MK292112.1,Emeia pseudosauteri,Lampyridae,Polyphaga,16327,2019/09/04,no
MN722654.1,Emeia pseudosauteri,Lampyridae,Polyphaga,16956,2021/02/10,no
NC_044778.1,Emeia pseudosauteri,Lampyridae,Polyphaga,16327,2019/09/21,no
MH427718.1,Inflata indica,Lampyridae,Polyphaga,16150,2018/10/30,no
NC_039700.1,Inflata indica,Lampyridae,Polyphaga,16150,2018/11/09,no
MK292091.1,Lamprigera yunnana,Lampyridae,Polyphaga,16203,2019/09/04,yes
NC_044786.1,Lamprigera yunnana,Lampyridae,Polyphaga,16203,2019/09/21,yes
KX087302.1,Lampyris noctiluca,Lampyridae,Polyphaga,17221,2017/10/13,yes
OR402791.1,Lucidina sp.,Lampyridae,Polyphaga,16511,2024/09/22,no
PX118541.1,Lucidina vitalisi,Lampyridae,Polyphaga,14882,2025/09/03,no
MG770613.1,Luciola curtithorax,Lampyridae,Polyphaga,16882,2018/06/30,no
NC_038225.1,Luciola curtithorax,Lampyridae,Polyphaga,16882,2018/08/03,no
PX289843.1,Luciola filiformis,Lampyridae,Polyphaga,16864,2025/09/13,no
NC_072664.1,Luciola kagiana,Lampyridae,Polyphaga,16317,2023/03/28,no
OQ184181.2,Luciola kagiana,Lampyridae,Polyphaga,16317,2023/03/11,no
LC677171.1,Luciola parvula,Lampyridae,Polyphaga,16685,2022/04/13,no
NC_067969.1,Luciola parvula,Lampyridae,Polyphaga,16543,2022/11/12,no
OL944082.1,Luciola parvula,Lampyridae,Polyphaga,16543,2022/10/19,no
OP747314.1,Luciola sp.,Lampyridae,Polyphaga,16188,2023/11/05,no
OP747315.1,Luciola sp.,Lampyridae,Polyphaga,16483,2023/11/05,no
MT134039.1,Luciola unmunsana,Lampyridae,Polyphaga,15858,2020/09/29,no
NC_050947.1,Luciola unmunsana,Lampyridae,Polyphaga,15858,2020/10/27,no
NC_084296.1,Medeopteryx alacauda,Lampyridae,Polyphaga,16118,2023/12/07,no
OP747316.1,Medeopteryx alacauda,Lampyridae,Polyphaga,16118,2023/11/05,no
NC_084297.1,Medeopteryx incisura,Lampyridae,Polyphaga,16152,2023/12/07,no
OP747317.1,Medeopteryx incisura,Lampyridae,Polyphaga,16152,2023/11/05,no
NC_084298.1,Medeopteryx isaanensis,Lampyridae,Polyphaga,16849,2023/12/07,no
OP747318.1,Medeopteryx isaanensis,Lampyridae,Polyphaga,16849,2023/11/05,no
NC_084299.1,Medeopteryx maehongsonensis,Lampyridae,Polyphaga,16144,2023/12/07,no
OP747319.1,Medeopteryx maehongsonensis,Lampyridae,Polyphaga,16144,2023/11/05,no
OL891941.1,Medeopteryx sp.,Lampyridae,Polyphaga,16385,2022/10/17,no
AB849456.1,Nipponoluciola cruciata,Lampyridae,Polyphaga,15989,2013/09/05,no
LC306677.1,Nipponoluciola cruciata,Lampyridae,Polyphaga,15990,2017/08/22,no
LC677170.1,Nipponoluciola cruciata,Lampyridae,Polyphaga,15989,2022/04/13,no
NC_022472.1,Nipponoluciola cruciata,Lampyridae,Polyphaga,15989,2013/09/26,no
OM718717.1,Nipponoluciola cruciata,Lampyridae,Polyphaga,15958,2022/11/09,no
OM718718.1,Nipponoluciola cruciata,Lampyridae,Polyphaga,15962,2022/11/09,no
ON985401.1,Oculogryphus sp. na XYG-2023b,Lampyridae,Polyphaga,16546,2024/12/30,no
MG242622.1,Photinus corruscus,Lampyridae,Polyphaga,16914,2018/01/08,no
KY778696.1,Photinus pyralis,Lampyridae,Polyphaga,17081,2017/05/08,yes
NC_071760.1,Photinus signaticollis,Lampyridae,Polyphaga,16411,2023/03/09,no
OP009437.1,Photinus signaticollis,Lampyridae,Polyphaga,16411,2023/01/31,no
NC_067973.1,Pristolycus diversecostatus,Lampyridae,Polyphaga,16250,2022/11/12,no
OL944086.1,Pristolycus diversecostatus,Lampyridae,Polyphaga,16250,2022/10/19,no
OR402790.1,Pristolycus tricolor,Lampyridae,Polyphaga,16216,2024/09/22,no
NC_084300.1,Pteroptyx asymmetria,Lampyridae,Polyphaga,16126,2023/12/07,no
OP747320.1,Pteroptyx asymmetria,Lampyridae,Polyphaga,16126,2023/11/05,no
MF686051.1,Pteroptyx maipo,Lampyridae,Polyphaga,16127,2017/11/11,no
NC_036353.1,Pteroptyx maipo,Lampyridae,Polyphaga,16127,2017/12/01,no
OM802859.1,Pteroptyx maipo,Lampyridae,Polyphaga,14939,2022/11/13,no
NC_084301.1,Pteroptyx malaccae,Lampyridae,Polyphaga,16154,2023/12/07,no
OP747321.1,Pteroptyx malaccae,Lampyridae,Polyphaga,16154,2023/11/05,no
NC_067972.1,Pteroptyx tener,Lampyridae,Polyphaga,16134,2022/11/12,no
OL944085.1,Pteroptyx tener,Lampyridae,Polyphaga,16134,2022/10/19,no
OP747322.1,Pteroptyx tener,Lampyridae,Polyphaga,16136,2023/11/05,no
NC_084302.1,Pteroptyx valida,Lampyridae,Polyphaga,16129,2023/12/07,no
OP747323.1,Pteroptyx valida,Lampyridae,Polyphaga,16129,2023/11/05,no
MN688374.1,Pygoluciola qingyu,Lampyridae,Polyphaga,17332,2021/02/10,no
NC_057261.1,Pygoluciola qingyu,Lampyridae,Polyphaga,17332,2021/08/31,no
MZ571356.1,Pygoluciola sp.,Lampyridae,Polyphaga,17397,2023/07/08,no
OP747324.1,Pygoluciola sp.,Lampyridae,Polyphaga,16341,2023/11/05,no
OM201323.1,Pygoluciola sp. 1 XHF-2022a,Lampyridae,Polyphaga,16520,2022/10/29,no
OM201324.1,Pygoluciola sp. 2 XHF-2022a,Lampyridae,Polyphaga,16980,2022/10/29,no
PV069996.1,Pygoluciola sp. b XF-2025,Lampyridae,Polyphaga,16334,2025/04/11,no
PV069999.1,Pygoluciola sp. d XF-2025,Lampyridae,Polyphaga,16882,2025/04/11,no
PV069997.1,Pygoluciola sp. m XF-2025,Lampyridae,Polyphaga,16365,2025/04/11,no
PV070000.1,Pygoluciola sp. q XF-2025,Lampyridae,Polyphaga,17333,2026/03/01,no
PV081576.1,Pygoluciola sp. q XF-2025,Lampyridae,Polyphaga,16957,2025/04/11,no
PV069998.1,Pygoluciola sp. y XF-2025,Lampyridae,Polyphaga,17344,2025/04/11,no
PP935118.1,Pyrocoelia amplissima,Lampyridae,Polyphaga,17426,2024/07/02,no
NC_068744.1,Pyrocoelia analis,Lampyridae,Polyphaga,17145,2022/12/05,no
OK323960.1,Pyrocoelia analis,Lampyridae,Polyphaga,14785,2021/11/15,no
OM802862.1,Pyrocoelia analis,Lampyridae,Polyphaga,17145,2022/11/13,no
NC_085282.1,Pyrocoelia pectoralis,Lampyridae,Polyphaga,16792,2024/02/01,yes
OR790441.1,Pyrocoelia pectoralis,Lampyridae,Polyphaga,16792,2023/12/13,yes
MK292115.1,Pyrocoelia praetexta,Lampyridae,Polyphaga,17634,2019/09/04,no
NC_044790.1,Pyrocoelia praetexta,Lampyridae,Polyphaga,17634,2019/09/21,no
AF452048.1,Pyrocoelia rufa,Lampyridae,Polyphaga,17739,2002/06/02,no
NC_003970.1,Pyrocoelia rufa,Lampyridae,Polyphaga,17739,2002/06/02,no
OP747325.1,Pyrocoelia sp.,Lampyridae,Polyphaga,17355,2023/11/05,no
PV232597.1,Pyrocoelia sp.,Lampyridae,Polyphaga,18659,2025/03/11,no
MK292117.1,Pyrocoelia thibetana,Lampyridae,Polyphaga,18054,2019/09/04,no
NC_044792.1,Pyrocoelia thibetana,Lampyridae,Polyphaga,18054,2019/09/21,no
NC_084303.1,Sclerotia aquatilis,Lampyridae,Polyphaga,16049,2023/12/07,no
OP747326.1,Sclerotia aquatilis,Lampyridae,Polyphaga,16049,2023/11/05,no
NC_067970.1,Sclerotia fui,Lampyridae,Polyphaga,15999,2022/11/12,no
OL944083.1,Sclerotia fui,Lampyridae,Polyphaga,15999,2022/10/19,no
KP313820.1,Sclerotia substriata,Lampyridae,Polyphaga,16248,2015/05/17,no
NC_027176.1,Sclerotia substriata,Lampyridae,Polyphaga,16248,2015/06/02,no
OM802856.1,Sclerotia substriata,Lampyridae,Polyphaga,15964,2022/11/13,no
MZ457899.1,Stenocladius bicoloripes,Lampyridae,Polyphaga,15892,2023/06/11,no
MZ457900.1,Stenocladius sp. 2 XYG-2023a,Lampyridae,Polyphaga,16385,2023/06/11,no
OL875095.1,Triangulara sp.,Lampyridae,Polyphaga,15982,2022/10/19,no
OP747327.1,Trisinuata sp.,Lampyridae,Polyphaga,16124,2023/11/05,no
MT554384.1,Vesta impressicollis,Lampyridae,Polyphaga,16394,2024/05/01,no
MK292111.1,Vesta saturnalis,Lampyridae,Polyphaga,16932,2019/09/04,yes
NC_044788.1,Vesta saturnalis,Lampyridae,Polyphaga,16932,2019/09/21,yes
PV394244.1,Leiodinae sp.,Leiodidae,Polyphaga,16949,2026/03/17,no
KT780668.1,Phacomorphus fratyi,Leiodidae,Polyphaga,15511,2015/11/24,no
NC_028607.1,Phacomorphus fratyi,Leiodidae,Polyphaga,15511,2015/12/03,no
KT780675.1,Sciodrepoides watsoni,Leiodidae,Polyphaga,18644,2015/11/24,no
NC_028610.1,Sciodrepoides watsoni,Leiodidae,Polyphaga,18644,2015/12/03,no
KT780700.1,Trapezodirus sp. 1 EF-2015,Leiodidae,Polyphaga,16005,2015/11/24,no
NC_085524.1,Aegus fukiensis,Lucanidae,Polyphaga,15371,2024/02/01,no
OR888904.1,Aegus fukiensis,Lucanidae,Polyphaga,15371,2023/12/20,no
MH120282.1,Aesalus sp. JL-2019,Lucanidae,Polyphaga,17743,2019/04/16,no
MH120283.1,Ceruchus minor,Lucanidae,Polyphaga,18601,2019/04/16,no
MF037205.1,Cyclommatus strigiceps vitalisi,Lucanidae,Polyphaga,17853,2019/10/08,no
NC_045068.1,Cyclommatus strigiceps vitalisi,Lucanidae,Polyphaga,17853,2019/10/29,no
NC_082960.1,Dorcus cervulus,Lucanidae,Polyphaga,17356,2023/10/04,no
OL944356.1,Dorcus cervulus,Lucanidae,Polyphaga,17356,2023/09/13,no
NC_082946.1,Dorcus curvidens,Lucanidae,Polyphaga,17085,2023/10/04,no
OL944342.1,Dorcus curvidens,Lucanidae,Polyphaga,17085,2023/09/13,no
NC_082947.1,Dorcus davidis,Lucanidae,Polyphaga,15785,2023/10/04,no
OL944343.1,Dorcus davidis,Lucanidae,Polyphaga,15785,2023/09/13,no
MF621709.1,Dorcus hansi,Lucanidae,Polyphaga,18130,2019/07/10,no
NC_043928.1,Dorcus hansi,Lucanidae,Polyphaga,18130,2019/07/22,no
NC_082962.1,Dorcus hirticornis,Lucanidae,Polyphaga,18237,2023/10/04,no
OL944358.1,Dorcus hirticornis,Lucanidae,Polyphaga,18237,2023/09/13,no
MF612067.1,Dorcus hopei,Lucanidae,Polyphaga,16026,2018/07/04,yes
NC_082948.1,Dorcus hopei,Lucanidae,Polyphaga,17670,2023/10/04,yes
OL944344.1,Dorcus hopei,Lucanidae,Polyphaga,17670,2023/09/13,yes
MT984569.1,Dorcus koreanus,Lucanidae,Polyphaga,17787,2020/11/24,no
NC_054278.1,Dorcus koreanus,Lucanidae,Polyphaga,17787,2021/04/15,no
NC_082949.1,Dorcus linwenhsini,Lucanidae,Polyphaga,18320,2023/10/04,no
OL944345.1,Dorcus linwenhsini,Lucanidae,Polyphaga,18320,2023/09/13,no
KT876887.1,Dorcus parallelipipedus,Lucanidae,Polyphaga,17563,2016/06/20,yes
PP725741.1,Dorcus ratiocinativus,Lucanidae,Polyphaga,16713,2024/05/21,no
NC_082950.1,Dorcus rectus,Lucanidae,Polyphaga,17247,2023/10/04,no
OL944346.1,Dorcus rectus,Lucanidae,Polyphaga,17247,2023/09/13,no
NC_082951.1,Dorcus tanakai,Lucanidae,Polyphaga,17506,2023/10/04,no
OL944347.1,Dorcus tanakai,Lucanidae,Polyphaga,17506,2023/09/13,no
MK050991.1,Dorcus tenuihirsutus,Lucanidae,Polyphaga,18505,2019/10/06,no
NC_045124.1,Dorcus tenuihirsutus,Lucanidae,Polyphaga,18505,2019/10/29,no
NC_082952.1,Dorcus tityus,Lucanidae,Polyphaga,18370,2023/10/04,no
OL944348.1,Dorcus tityus,Lucanidae,Polyphaga,18370,2023/09/13,no
MK050990.1,Dorcus ursulus,Lucanidae,Polyphaga,18220,2019/10/06,no
NC_045123.1,Dorcus ursulus,Lucanidae,Polyphaga,18220,2019/10/29,no
NC_082953.1,Falcicornis taibaishanensis,Lucanidae,Polyphaga,17334,2023/10/04,no
OL944349.1,Falcicornis taibaishanensis,Lucanidae,Polyphaga,17334,2023/09/13,no
MN180051.1,Figulus binodulus,Lucanidae,Polyphaga,16261,2019/10/02,no
NC_045102.1,Figulus binodulus,Lucanidae,Polyphaga,16261,2019/10/29,no
NC_081970.1,Figulus punctatus,Lucanidae,Polyphaga,17664,2023/09/16,no
OR126984.1,Figulus punctatus,Lucanidae,Polyphaga,17664,2023/07/17,no
NC_082954.1,Hemisodorcus arrowi,Lucanidae,Polyphaga,17559,2023/10/04,no
OL944350.1,Hemisodorcus arrowi,Lucanidae,Polyphaga,17559,2023/09/13,no
NC_082955.1,Hemisodorcus derelictus,Lucanidae,Polyphaga,19813,2023/10/04,no
OL944351.1,Hemisodorcus derelictus,Lucanidae,Polyphaga,19813,2023/09/13,no
NC_082956.1,Hemisodorcus donckieri,Lucanidae,Polyphaga,18063,2023/10/04,no
OL944352.1,Hemisodorcus donckieri,Lucanidae,Polyphaga,18063,2023/09/13,no
NC_082957.1,Hemisodorcus macleayii,Lucanidae,Polyphaga,17976,2023/10/04,no
OL944353.1,Hemisodorcus macleayii,Lucanidae,Polyphaga,17976,2023/09/13,no
NC_082958.1,Hemisodorcus rubrofemoratus,Lucanidae,Polyphaga,17399,2023/10/04,no
OL944354.1,Hemisodorcus rubrofemoratus,Lucanidae,Polyphaga,17399,2023/09/13,no
NC_082959.1,Hemisodorcus sinensis,Lucanidae,Polyphaga,16901,2023/10/04,no
OL944355.1,Hemisodorcus sinensis,Lucanidae,Polyphaga,16901,2023/09/13,no
PP112342.1,Hexarthrius vitalisi,Lucanidae,Polyphaga,18362,2024/07/31,no
MH427658.1,Himaloaesalus gaoligongshanus,Lucanidae,Polyphaga,17013,2019/06/02,no
NC_085546.1,Himaloaesalus gaoligongshanus,Lucanidae,Polyphaga,16775,2024/02/01,no
OR901682.1,Himaloaesalus gaoligongshanus,Lucanidae,Polyphaga,16775,2023/12/23,no
PP085183.1,Homoderus mellyi,Lucanidae,Polyphaga,16807,2024/01/23,no
MK134567.1,Kirchnerius guangxii,Lucanidae,Polyphaga,14562,2020/05/31,no
NC_048957.1,Kirchnerius guangxii,Lucanidae,Polyphaga,14562,2020/06/28,no
MH595464.2,Lucanus cervus,Lucanidae,Polyphaga,20109,2019/08/06,no
MN580549.1,Lucanus cervus,Lucanidae,Polyphaga,20109,2019/12/08,no
MK878514.1,Lucanus chengyuani,Lucanidae,Polyphaga,16926,2020/05/17,no
PP140409.1,Lucanus dybowski,Lucanidae,Polyphaga,18223,2024/07/31,no
MF614013.1,Lucanus fortunei,Lucanidae,Polyphaga,16591,2019/09/14,no
NC_044961.1,Lucanus fortunei,Lucanidae,Polyphaga,16591,2019/10/08,no
PP140407.1,Lucanus imitator,Lucanidae,Polyphaga,16942,2024/07/31,no
MK238348.1,Lucanus kanoi kanoi,Lucanidae,Polyphaga,17991,2021/12/06,no
PP140408.1,Lucanus laetus,Lucanidae,Polyphaga,16548,2024/07/31,no
PP110548.1,Lucanus liuyei,Lucanidae,Polyphaga,18271,2024/07/31,no
PP103655.1,Lucanus maculifemoratus maculifemoratus,Lucanidae,Polyphaga,17923,2024/01/16,no
MK250907.1,Lucanus maculifemoratus taiwanus,Lucanidae,Polyphaga,21174,2019/11/27,no
FJ613419.1,Lucanus mazama,Lucanidae,Polyphaga,15261,2009/11/16,no
NC_013578.1,Lucanus mazama,Lucanidae,Polyphaga,15261,2009/12/04,no
KT876903.1,Lucanus sp. BMNH 1425267,Lucanidae,Polyphaga,20634,2017/12/01,no
MF612068.1,Macrodorcas seguyi,Lucanidae,Polyphaga,17955,2018/07/04,no
MF612069.1,Macrodorcas seguyi,Lucanidae,Polyphaga,18503,2019/07/08,no
NC_038212.1,Macrodorcas seguyi,Lucanidae,Polyphaga,17955,2018/08/03,no
MF401425.1,Neolucanus maximus,Lucanidae,Polyphaga,16601,2018/09/11,no
NC_039652.1,Neolucanus maximus,Lucanidae,Polyphaga,16601,2018/11/09,no
NC_063663.1,Nigidius miwai,Lucanidae,Polyphaga,18462,2022/06/03,no
OL597607.1,Nigidius miwai,Lucanidae,Polyphaga,18462,2022/05/02,no
NC_065111.1,Nigidius sinicus,Lucanidae,Polyphaga,18394,2022/08/03,no
MF908524.1,Odontolabis cuvera fallaciosa,Lucanidae,Polyphaga,19614,2018/10/10,no
PQ073195.1,Odontolabis cuvera fallaciosa,Lucanidae,Polyphaga,20276,2024/07/30,no
MF614014.1,Prismognathus prossi,Lucanidae,Polyphaga,15984,2019/09/14,no
NC_044962.1,Prismognathus prossi,Lucanidae,Polyphaga,15984,2019/10/08,no
MK134564.1,Prosopocoilus astacoides,Lucanidae,Polyphaga,17746,2020/09/21,no
NC_050851.1,Prosopocoilus astacoides,Lucanidae,Polyphaga,17746,2020/10/27,no
KF364622.1,Prosopocoilus astacoides blanchardi,Lucanidae,Polyphaga,21628,2013/10/22,no
ON401054.1,Prosopocoilus astacoides castaneus,Lucanidae,Polyphaga,17523,2022/07/19,no
MK134566.1,Prosopocoilus bulbosus mandibularis,Lucanidae,Polyphaga,16642,2020/09/21,no
KU552119.1,Prosopocoilus confucius,Lucanidae,Polyphaga,16951,2017/09/28,no
NC_036038.1,Prosopocoilus confucius,Lucanidae,Polyphaga,16951,2017/10/18,no
KP735805.1,Prosopocoilus gracilis,Lucanidae,Polyphaga,16736,2015/07/17,no
NC_027580.1,Prosopocoilus gracilis,Lucanidae,Polyphaga,16736,2015/07/23,no
NC_065362.1,Prosopocoilus laterotarsus,Lucanidae,Polyphaga,17333,2022/08/03,no
ON401055.1,Prosopocoilus laterotarsus,Lucanidae,Polyphaga,17333,2022/07/19,no
MK134565.1,Prosopocoilus laterotarsus maedaorum,Lucanidae,Polyphaga,17427,2020/09/21,no
MK192782.1,Pseudorhaetus sinicus,Lucanidae,Polyphaga,17252,2021/11/28,no
MZ373994.1,Pseudorhaetus sinicus,Lucanidae,Polyphaga,18127,2021/12/21,no
MZ504793.1,Pseudorhaetus sinicus,Lucanidae,Polyphaga,18126,2021/08/10,no
NC_069553.1,Pseudorhaetus sinicus,Lucanidae,Polyphaga,18126,2023/01/22,no
MG159815.1,Rhaetus westwoodii,Lucanidae,Polyphaga,18131,2018/12/26,no
NC_082961.1,Serrognathus castanicolor,Lucanidae,Polyphaga,17088,2023/10/04,no
OL944357.1,Serrognathus castanicolor,Lucanidae,Polyphaga,17088,2023/09/13,no
MF612070.1,Serrognathus platymelus,Lucanidae,Polyphaga,16790,2019/07/08,no
NC_044096.1,Serrognathus platymelus,Lucanidae,Polyphaga,16790,2019/08/01,no
MT548769.1,Serrognathus titanus,Lucanidae,Polyphaga,15150,2024/05/01,yes
MH120284.1,Sinodendron rugosum,Lucanidae,Polyphaga,18126,2019/04/16,no
KP735804.1,Sinodendron yunnanense,Lucanidae,Polyphaga,16921,2017/09/28,no
NC_036157.1,Sinodendron yunnanense,Lucanidae,Polyphaga,16921,2017/10/23,no
MK050989.1,Velutinodorcus velutinus,Lucanidae,Polyphaga,14748,2019/10/06,no
NC_045122.1,Velutinodorcus velutinus,Lucanidae,Polyphaga,14748,2019/10/29,no
MT554396.1,Lycostomus sp.,Lycidae,Polyphaga,16093,2024/05/01,no
MN264644.1,Lycostomus sp. YXY-2021,Lycidae,Polyphaga,16096,2021/02/08,no
KU878647.1,Platerodrilus sp. MNCN/DNA:86739,Lycidae,Polyphaga,16394,2016/10/10,no
KX087311.1,Lymexylon navale,Lymexylidae,Polyphaga,15612,2017/10/13,no
MW556727.1,Osphya sp. n.,Melandryidae,Polyphaga,14901,2023/03/01,no
NC_061628.1,Actenodia billbergi,Meloidae,Polyphaga,15660,2022/03/31,no
OK360631.1,Actenodia billbergi,Meloidae,Polyphaga,15660,2022/03/12,no
NC_061629.1,Apalus guerini,Meloidae,Polyphaga,15617,2022/03/31,no
OK360632.1,Apalus guerini,Meloidae,Polyphaga,15617,2022/03/12,no
NC_061630.1,Berberomeloe castuo,Meloidae,Polyphaga,15626,2022/03/31,no
OK360633.1,Berberomeloe castuo,Meloidae,Polyphaga,15626,2022/03/12,no
NC_061631.1,Cissites auriculata,Meloidae,Polyphaga,15015,2022/03/31,no
OK360634.1,Cissites auriculata,Meloidae,Polyphaga,15015,2022/03/12,no
NC_061632.1,Croscherichia paykulli,Meloidae,Polyphaga,15658,2022/03/31,no
OK360635.1,Croscherichia paykulli,Meloidae,Polyphaga,15658,2022/03/12,no
KX023302.1,Epicauta aptera,Meloidae,Polyphaga,15645,2016/10/19,no
MT548780.1,Epicauta aptera,Meloidae,Polyphaga,15811,2024/05/01,no
NC_031820.1,Epicauta aptera,Meloidae,Polyphaga,15645,2016/11/14,no
KP692789.1,Epicauta chinensis,Meloidae,Polyphaga,15717,2015/12/31,yes
NC_029192.1,Epicauta chinensis,Meloidae,Polyphaga,15717,2016/02/12,yes
MW476523.1,Epicauta curvispina,Meloidae,Polyphaga,15813,2021/10/06,no
MW476521.1,Epicauta emmerichi,Meloidae,Polyphaga,15702,2021/10/06,no
