accession,organism,taxid,family,suborder,assembly_level,contig_N50,scaffold_N50,total_length_mb,submission_date,submitter,in_scarab_catalog,tob_score,tob_recommendation
GCA_036326145.1,Rhagophthalmus giganteus,2591746,Rhagophthalmidae,Polyphaga,Contig,22250735,22250735,275.49,2024-02-01,"Kunming Institute of Zoology (KIZ), Chinese Academy of Science (CAS)",yes,D,conditional
GCA_047676225.1,Asbolus verrucosus,1661398,Tenebrionidae,Polyphaga,Contig,20175144,20175144,286.01,2025-02-11,Dean Rider,yes,D,conditional
GCA_036346155.1,Sinelater perroti,1028068,Elateridae,Polyphaga,Contig,16744002,16744002,1242.19,2024-02-02,"Kunming Institute of Zoology (KIZ), Chinese Academy of Science (CAS)",yes,D,conditional
GCA_034092305.1,Diaprepes abbreviatus,13040,Curculionidae,Polyphaga,Contig,7800247,7800247,1623.14,2023-12-05,University of Memphis,yes,D,conditional
GCA_020654155.1,Novius pumilus,1902202,Coccinellidae,Polyphaga,Contig,7579481,7579481,182.42,2021-10-27,Sun Yat-sen University,yes,D,conditional
GCA_028455855.1,Meloe dianella,2109432,Meloidae,Polyphaga,Contig,7413378,7413378,100.08,2023-02-03,The State University of New York at Buffalo,yes,D,conditional
GCA_020740385.1,Mylabris phalerata,580879,Meloidae,Polyphaga,Contig,5949474,5949474,135.7,2021-11-04,Shaanxi Normal University,yes,D,conditional
GCA_030704895.1,Henosepilachna vigintioctopunctata,420089,Coccinellidae,Polyphaga,Contig,5762660,5762660,496.12,2023-08-09,Sun Yat-sen University,yes,D,conditional
GCA_036346225.1,Platerodrilus igneus,2026625,Lycidae,Polyphaga,Contig,5663757,5663757,2714.43,2024-02-02,"Kunming Institute of Zoology (KIZ), Chinese Academy of Science (CAS)",yes,D,conditional
GCA_051294475.1,Sternochetus mangiferae,925794,Curculionidae,Polyphaga,Contig,3574366,3574366,701.87,2025-07-10,Kunming Institute of Zoology,yes,D,conditional
GCA_013368075.1,Lamprigera yunnana,370605,Lampyridae,Polyphaga,Contig,3509824,3509824,1052.93,2020-06-23,Northwestern Polytechnical University,yes,D,conditional
GCA_036346125.1,Lycocerus yunnanus,2983378,Cantharidae,Polyphaga,Contig,3446455,3446455,392.74,2024-02-02,"Kunming Institute of Zoology (KIZ), Chinese Academy of Science (CAS)",yes,D,conditional
GCA_982185335.1,Troglocharinus ferreri,1304164,Leiodidae,Polyphaga,Contig,3443960,3443960,404.2,2026-03-09,University of Oslo,yes,D,conditional
GCA_036346205.1,Vesta saturnalis,370603,Lampyridae,Polyphaga,Contig,2975991,2975991,2140.13,2024-02-02,"Kunming Institute of Zoology (KIZ), Chinese Academy of Science (CAS)",yes,D,conditional
GCA_036325965.1,Sinopyrophorus schimmeli,2488820,Elateridae,Polyphaga,Contig,2735891,2735891,289.31,2024-02-01,"Kunming Institute of Zoology (KIZ), Chinese Academy of Science (CAS)",yes,D,conditional
GCA_030674115.1,Micraspis discolor,420093,Coccinellidae,Polyphaga,Contig,2628608,2628608,523.75,2023-08-07,Sun Yat-sen University,yes,D,conditional
GCA_055275695.1,Calosoma relictum,3480209,Carabidae,Adephaga,Contig,2433412,2433412,214.75,2026-02-17,Natural History Museum of Geneva,yes,D,conditional
GCA_029955175.1,Exocentrus adspersus,1586481,Cerambycidae,Polyphaga,Contig,1296204,1296204,257.54,2023-05-08,Max Planck Institute for Chemical Ecology,yes,D,conditional
GCA_030620095.1,Kuschelorhynchus macadamiae,2754503,Curculionidae,Polyphaga,Contig,989531,989531,2040.83,2023-08-03,CSIRO Applied Genomics Initiative,yes,D,conditional
GCA_048127345.1,Carabus depressus,135145,Carabidae,Adephaga,Contig,945386,945386,190.42,2025-02-26,Geneva Natural History Museum,yes,D,conditional
GCA_055532135.1,Trypodendron lineatum,105211,Curculionidae,Polyphaga,Contig,915233,915233,83.62,2026-02-26,Lund University,yes,D,conditional
GCA_031761425.1,Cosmopolites sordidus,206492,Curculionidae,Polyphaga,Contig,706383,706383,1068.54,2023-09-22,University of Puerto Rico Mayaguez,yes,D,conditional
GCA_021725515.1,Epicauta chinensis,941254,Meloidae,Polyphaga,Contig,659431,659431,151.88,2022-01-30,Northwest A&F University,yes,D,conditional
GCA_029963845.1,Rhamnusium bicolor,1586634,Cerambycidae,Polyphaga,Contig,632732,632732,1141.6,2023-05-10,Max Planck Institute for Chemical Ecology,yes,D,conditional
GCA_030704885.1,Cynegetis impunctata,1553253,Coccinellidae,Polyphaga,Contig,562463,562463,796.0,2023-08-09,Sun Yat-sen University,yes,D,conditional
GCA_018342105.1,Gonioctena quinquepunctata,63699,Chrysomelidae,Polyphaga,Contig,432124,432124,1731.95,2021-05-11,ULB,yes,D,conditional
GCA_031893035.2,Dermolepida albohirtum,1980614,Scarabaeidae,Polyphaga,Contig,368483,368483,884.24,2025-03-14,CSIRO Applied Genomics Initiative,yes,D,conditional
GCA_030710515.1,Abscondita cerata,2740424,Lampyridae,Polyphaga,Contig,325269,325269,967.16,2023-08-11,Taipei Medical University,yes,D,conditional
GCA_050578095.1,Araecerus fasciculatus,251759,Anthribidae,Polyphaga,Contig,207620,207620,474.89,2025-05-27,University of Puerto Rico Mayaguez,yes,D,conditional
GCA_965278915.1,Astagobius angustatus,1457099,Leiodidae,Polyphaga,Contig,203406,203406,278.6,2025-05-18,NBIS (National Bioinformatics Infrastructure Sweden),yes,D,conditional
GCA_029963825.1,Molorchus minor,1323400,Cerambycidae,Polyphaga,Contig,140248,140248,364.69,2023-05-10,Max Planck Institute for Chemical Ecology,yes,D,conditional
GCA_902655005.2,Marronus borbonicus,2654888,Scarabaeidae,Polyphaga,Scaffold,96023,12419137,441.47,2021-03-16,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,yes,D,conditional
GCA_027575565.1,Diploeciton nevermanni,1897744,Staphylinidae,Polyphaga,Scaffold,90103,2928743,110.46,2023-01-06,IRIDIAN GENOMES,yes,D,conditional
GCA_013841215.1,Hycleus cichorii,1270216,Meloidae,Polyphaga,Scaffold,86942,99766,99.17,2020-07-28,Guizhou University,yes,D,conditional
GCA_046766355.1,Xyleborus affinis,105120,Curculionidae,Polyphaga,Scaffold,84369,4846381,219.08,2025-01-19,Iridian Genomes,yes,D,conditional
GCA_029619255.2,Dynastes hyllus,1767015,Scarabaeidae,Polyphaga,Scaffold,81759,52444804,621.81,2024-01-04,Academia Sinica,yes,D,conditional
GCA_013841185.1,Hycleus phaleratus,1248972,Meloidae,Polyphaga,Scaffold,75478,78049,90.87,2020-07-28,Guizhou University,yes,D,conditional
GCA_033557855.1,Hydrochus callosus,3050894,Hydrochidae,Polyphaga,Contig,75369,75369,20.91,2023-11-13,Northern Arizona University,yes,D,conditional
GCA_019359885.1,Listronotus oregonensis,412987,Curculionidae,Polyphaga,Scaffold,53091,61395,1293.28,2021-07-27,Agriculture Agri-food Canada,yes,D,conditional
GCA_033557835.1,Helochares maculicollis,2064893,Hydrophilidae,Polyphaga,Contig,48633,48633,25.69,2023-11-13,Northern Arizona University,yes,D,conditional
GCA_054785535.1,Carabus esakii,118795,Carabidae,Adephaga,Scaffold,41418,2023420,193.16,2026-01-26,"Laboratory of Animal Ecology, Department of Zoology, Graduate School of Science, Kyoto University",yes,D,conditional
GCA_046129895.1,Calligrapha alni,359191,Chrysomelidae,Polyphaga,Contig,39003,39003,900.14,2024-12-17,Canada's national platform for genome sequencing and analysis,yes,D,conditional
GCA_052058915.1,Oryzaephilus surinamensis,41112,Silvanidae,Polyphaga,Contig,37040,37040,91.4,2025-08-15,University of Kerbala,yes,D,conditional
GCA_050242995.1,Plateumaris germari,462189,Chrysomelidae,Polyphaga,Contig,35378,35378,907.37,2025-05-07,Canada's national platform for genome sequencing and analysis,yes,D,conditional
GCA_033557685.1,Sperchopsis tessellata,1397758,Hydrophilidae,Polyphaga,Contig,32069,32069,22.62,2023-11-13,Northern Arizona University,yes,D,conditional
GCA_011009095.1,Ignelater luminosus,2038154,Elateridae,Polyphaga,Scaffold,31102,95789,842.9,2020-02-25,Whitehead Institute,yes,D,conditional
GCA_037414755.1,Lydus trimaculatus,2785641,Meloidae,Polyphaga,Scaffold,31079,45202,114.12,2024-03-20,University Roma Tre,yes,D,conditional
GCA_030264675.1,Anaulacaspis nigra,1553355,Staphylinidae,Polyphaga,Scaffold,28042,31432,107.51,2023-06-13,California Institute of Technology,yes,D,conditional
GCA_049176235.1,Xyleborus glabratus,889492,Curculionidae,Polyphaga,Scaffold,27990,47448,239.51,2025-03-30,Iridian Genomes,yes,D,conditional
GCA_030556065.1,Holobus sp. GC000080,3034851,Staphylinidae,Polyphaga,Scaffold,27575,28646,115.99,2023-07-31,California Institute of Technology,yes,D,conditional
GCA_030264555.1,Aleochara sp. GC000083,3032618,Staphylinidae,Polyphaga,Scaffold,27552,29507,152.72,2023-06-13,California Institute of Technology,yes,D,conditional
GCA_020466585.2,Dendroctonus ponderosae,77166,Curculionidae,Polyphaga,Scaffold,26086,16553750,223.6,2022-05-12,Natural Resources Canada,yes,D,conditional
GCA_016904865.1,Pissodes strobi,49927,Curculionidae,Polyphaga,Scaffold,24927,105159,2025.02,2021-02-24,Canada's Genomic Enterprise,yes,D,conditional
GCA_027574925.1,Ecitoglossa quadriceps,1916246,Staphylinidae,Polyphaga,Scaffold,22296,186437,123.41,2023-01-06,IRIDIAN GENOMES,yes,D,conditional
GCA_050230155.1,Nipponaphaenops erraticus,3410394,Carabidae,Adephaga,Scaffold,21837,75634,463.81,2025-05-07,Hokkaido University,yes,D,conditional
GCA_910591685.1,Galerucella tenella,161257,Chrysomelidae,Polyphaga,Scaffold,21782,31588,460.59,2021-07-08,Stockholm University,yes,D,conditional
GCA_037464855.1,Iselma pallidipennis,881134,Meloidae,Polyphaga,Scaffold,21541,61839,107.3,2024-03-22,University Roma Tre,yes,D,conditional
GCA_014611495.1,Limonius californicus,1132045,Elateridae,Polyphaga,Scaffold,19395,19399,1072.67,2020-09-16,University of Idaho,yes,D,conditional
GCA_910591675.1,Galerucella calmariensis,161252,Chrysomelidae,Polyphaga,Scaffold,18320,79674,588.27,2021-07-08,Stockholm University,yes,D,conditional
GCA_027575185.1,Mimaenictus wilsoni,1962800,Staphylinidae,Polyphaga,Scaffold,16453,21013,230.3,2023-01-06,IRIDIAN GENOMES,yes,D,conditional
GCA_910591695.1,Galerucella pusilla,161253,Chrysomelidae,Polyphaga,Scaffold,16278,45442,513.24,2021-07-08,Stockholm University,yes,D,conditional
GCA_018845635.2,Nicrophorus orbicollis,64902,Silphidae,Polyphaga,Scaffold,16089,26547,226.7,2025-06-26,University of Georgia,yes,D,conditional
GCA_030264715.1,Adinopsis sp. GC000173,3032616,Staphylinidae,Polyphaga,Scaffold,16056,16059,205.15,2023-06-13,California Institute of Technology,yes,D,conditional
GCA_022063505.1,Calosoma granatense,196575,Carabidae,Adephaga,Scaffold,14497,5661974,167.87,2022-02-08,Royal Belgian Institute of Natural Sciences,yes,D,conditional
GCA_003054995.1,Aleochara bilineata,135921,Staphylinidae,Polyphaga,Scaffold,12135,54149,85.9,2018-04-17,VU University Amsterdam,yes,D,conditional
GCA_050230255.1,Trechiama lewisi,3410392,Carabidae,Adephaga,Scaffold,11403,31665,388.66,2025-05-07,Hokkaido University,yes,D,conditional
GCA_031763485.1,Osmoderma eremita,314302,Scarabaeidae,Polyphaga,Scaffold,10029,14873,494.66,2023-09-20,Iridian Genomes,yes,D,conditional
GCA_033557675.1,Coptodactyla brooksi,3050891,Scarabaeidae,Polyphaga,Contig,24517,24517,18.23,2023-11-13,Northern Arizona University,yes,E,exclude
GCA_033557875.1,Quadriops clusia,2827049,Hydrophilidae,Polyphaga,Contig,10607,10607,191.57,2023-11-13,Northern Arizona University,yes,E,exclude
GCA_033557805.1,Phaenonotum sp. SLE1380,3053245,Hydrophilidae,Polyphaga,Contig,10128,10128,28.7,2023-11-13,Northern Arizona University,yes,E,exclude
GCA_037414775.1,Zonitis immaculata,2981214,Meloidae,Polyphaga,Scaffold,9755,15898,102.04,2024-03-20,University Roma Tre,yes,E,exclude
GCA_054771555.1,Trechiama kuznetsovi,2989721,Carabidae,Adephaga,Scaffold,9573,16592,456.73,2026-01-26,"Course in Ecological Genetics Graduate School of Environmental Science, Hokkaido University",yes,E,exclude
GCA_030264135.1,Myllaena sp. GC000078,3032614,Staphylinidae,Polyphaga,Scaffold,9424,11375,119.22,2023-06-13,California Institute of Technology,yes,E,exclude
GCA_037414795.1,Stenodera caucasica,443667,Meloidae,Polyphaga,Scaffold,9204,31257,92.69,2024-03-20,University Roma Tre,yes,E,exclude
GCA_030264535.1,Liometoxenus newtonarum,3028047,Staphylinidae,Polyphaga,Scaffold,8190,8439,182.09,2023-06-13,California Institute of Technology,yes,E,exclude
GCA_019419845.2,Weissflogia rhopalogaster,1962808,Staphylinidae,Polyphaga,Scaffold,7721,16950,235.1,2022-11-30,IRIDIAN GENOMES,yes,E,exclude
GCA_009867245.2,Adranes taylori,1535445,Staphylinidae,Polyphaga,Scaffold,7172,7622,887.79,2023-01-03,IRIDIAN GENOMES,yes,E,exclude
GCA_027574965.2,Ecitophya simulans,1886648,Staphylinidae,Polyphaga,Scaffold,6923,14558,219.67,2023-06-22,IRIDIAN GENOMES,yes,E,exclude
GCA_030264215.1,Geostiba sp. GC000077,3032613,Staphylinidae,Polyphaga,Scaffold,6791,11003,190.69,2023-06-13,California Institute of Technology,yes,E,exclude
GCA_027576655.1,Platyusa sonomae,2015917,Staphylinidae,Polyphaga,Scaffold,6614,6817,229.68,2023-01-06,IRIDIAN GENOMES,yes,E,exclude
GCA_050230235.1,Blemus discus,879042,Carabidae,Adephaga,Scaffold,6442,9408,473.59,2025-05-07,Hokkaido University,yes,E,exclude
GCA_025399995.1,Sceptobius lativentris,2015916,Staphylinidae,Polyphaga,Scaffold,6386,10983,318.49,2022-09-25,IRIDIAN GENOMES,yes,E,exclude
GCA_025447835.1,Labidoglobus nevermanni,1916250,Staphylinidae,Polyphaga,Scaffold,6360,7524,118.83,2022-09-27,IRIDIAN GENOMES,yes,E,exclude
GCA_015342045.1,Leptinotarsa lineolata,2663499,Chrysomelidae,Polyphaga,Scaffold,6286,6547,647.43,2020-11-10,University of Wisconsin-Madison,yes,E,exclude
GCA_030264655.1,Leptusa sp. GC000079,3032615,Staphylinidae,Polyphaga,Scaffold,6169,10633,170.31,2023-06-13,California Institute of Technology,yes,E,exclude
GCA_030264175.1,Oxypoda opaca,878185,Staphylinidae,Polyphaga,Scaffold,6155,14628,183.12,2023-06-13,California Institute of Technology,yes,E,exclude
GCA_015342065.1,Leptinotarsa undecemlineata,2663497,Chrysomelidae,Polyphaga,Scaffold,5685,5931,639.11,2020-11-10,University of Wisconsin-Madison,yes,E,exclude
GCA_015342105.1,Leptinotarsa texana,937810,Chrysomelidae,Polyphaga,Scaffold,5536,5971,640.41,2020-11-10,University of Wisconsin-Madison,yes,E,exclude
GCA_027576155.1,Pseudomimeciton antennatum,1886653,Staphylinidae,Polyphaga,Scaffold,5376,7332,85.21,2023-01-06,IRIDIAN GENOMES,yes,E,exclude
GCA_037464815.1,Mylabris variabilis,268459,Meloidae,Polyphaga,Scaffold,5346,7044,145.43,2024-03-22,University Roma Tre,yes,E,exclude
GCA_015342085.1,Leptinotarsa defecta,2663496,Chrysomelidae,Polyphaga,Scaffold,5300,5525,623.39,2020-11-10,University of Wisconsin-Madison,yes,E,exclude
GCA_030557295.1,Ecitodaemon sp. MM-2014,3034929,Staphylinidae,Polyphaga,Scaffold,4976,18745,187.9,2023-07-31,California Institute of Technology,yes,E,exclude
GCA_030264695.1,Lissagria laeviuscula,505471,Staphylinidae,Polyphaga,Scaffold,4854,6950,225.63,2023-06-13,California Institute of Technology,yes,E,exclude
GCA_030264155.1,Atheta pasadenae,866018,Staphylinidae,Polyphaga,Scaffold,4822,23909,230.26,2023-06-13,California Institute of Technology,yes,E,exclude
GCA_027574945.2,Ecitomorpha arachnoides,1919235,Staphylinidae,Polyphaga,Scaffold,4648,10065,233.59,2023-06-22,IRIDIAN GENOMES,yes,E,exclude
GCA_030556245.1,Falagria sp. GC000072,3034850,Staphylinidae,Polyphaga,Scaffold,4617,12820,202.36,2023-07-31,California Institute of Technology,yes,E,exclude
GCA_030264735.1,Gymnusa sp. GC000175,3032617,Staphylinidae,Polyphaga,Scaffold,4495,4495,405.54,2023-06-13,California Institute of Technology,yes,E,exclude
GCA_050230135.1,Kurasawatrechus hirakei,3410397,Carabidae,Adephaga,Scaffold,4320,7060,647.79,2025-05-07,Hokkaido University,yes,E,exclude
GCA_027574865.2,Coproporus ventriculus,1542148,Staphylinidae,Polyphaga,Scaffold,4235,5580,210.31,2023-06-22,IRIDIAN GENOMES,yes,E,exclude
GCA_030264575.1,Tachinus sp. AB-2021,2877718,Staphylinidae,Polyphaga,Scaffold,4129,4454,580.27,2023-06-13,California Institute of Technology,yes,E,exclude
GCA_015342025.1,Leptinotarsa tumamoca,2663498,Chrysomelidae,Polyphaga,Scaffold,3871,4193,578.68,2020-11-10,University of Wisconsin-Madison,yes,E,exclude
GCA_015342205.1,Leptinotarsa peninsularis,2663494,Chrysomelidae,Polyphaga,Scaffold,3521,3825,558.7,2020-11-10,University of Wisconsin-Madison,yes,E,exclude
GCA_027574845.2,Deinopsis erosa,347323,Staphylinidae,Polyphaga,Scaffold,3487,4203,152.98,2023-06-22,IRIDIAN GENOMES,yes,E,exclude
GCA_027574905.2,Earota dentata,866044,Staphylinidae,Polyphaga,Scaffold,3091,12951,206.28,2023-06-22,IRIDIAN GENOMES,yes,E,exclude
GCA_015342145.1,Leptinotarsa rubiginosa,2663495,Chrysomelidae,Polyphaga,Scaffold,2836,2883,566.67,2020-11-10,University of Wisconsin-Madison,yes,E,exclude
GCA_015342185.1,Leptinotarsa juncta,216192,Chrysomelidae,Polyphaga,Scaffold,2814,2941,578.21,2020-11-10,University of Wisconsin-Madison,yes,E,exclude
GCA_030264515.1,Sepedophilus sp. GC000190,3032620,Staphylinidae,Polyphaga,Scaffold,2480,2587,757.29,2023-06-13,California Institute of Technology,yes,E,exclude
GCA_015342125.1,Leptinotarsa haldemani,380266,Chrysomelidae,Polyphaga,Scaffold,2472,2498,549.18,2020-11-10,University of Wisconsin-Madison,yes,E,exclude
GCA_025400035.1,Tetradonia laticeps,1886649,Staphylinidae,Polyphaga,Scaffold,2413,3323,201.38,2022-09-25,IRIDIAN GENOMES,yes,E,exclude
GCA_027580035.1,Dorylogaster longipes,1886655,Staphylinidae,Polyphaga,Scaffold,2250,2360,210.38,2023-01-06,IRIDIAN GENOMES,yes,E,exclude
GCA_030264615.1,Cypha longicornis,347321,Staphylinidae,Polyphaga,Scaffold,2227,2227,124.9,2023-06-13,California Institute of Technology,yes,E,exclude
GCA_030264595.1,Oligota sp. GC000189,3032619,Staphylinidae,Polyphaga,Scaffold,1743,4087,159.71,2023-06-13,California Institute of Technology,yes,E,exclude
GCA_010014765.2,Aenictocupidus jacobsonorum,1962788,Staphylinidae,Polyphaga,Scaffold,1398,1596,176.36,2023-01-03,IRIDIAN GENOMES,yes,E,exclude
GCA_027574705.1,Labidopullus appendiculatus,1916252,Staphylinidae,Polyphaga,Scaffold,1304,1384,160.3,2023-01-06,IRIDIAN GENOMES,yes,E,exclude
GCA_010091895.2,Chrysina resplendens,1897488,Scarabaeidae,Polyphaga,Scaffold,852,860,68.25,2022-11-30,IRIDIAN GENOMES,yes,E,exclude
GCA_014849505.1,Elaeidobius kamerunicus,2663966,Curculionidae,Polyphaga,Scaffold,849,1084,269.64,2020-10-05,PT. Astra Agro Lestari Tbk,yes,E,exclude
GCA_009852465.2,Alaus oculatus,374458,Elateridae,Polyphaga,Scaffold,828,828,7.31,2022-09-27,IRIDIAN GENOMES,yes,E,exclude
GCA_033557785.1,Enochrus cinctus,1397778,Hydrophilidae,Polyphaga,Contig,7453,7453,150.38,2023-11-13,Northern Arizona University,yes,F,exclude
GCA_033557775.1,Berosus sp. SLE1611,3053244,Hydrophilidae,Polyphaga,Contig,7036,7036,20.44,2023-11-13,Northern Arizona University,yes,F,exclude
GCA_000281835.1,Priacma serrata,50550,Cupedidae,Archostemata,Contig,4805,4805,12.08,2012-07-27,University of Memphis,yes,F,exclude
GCA_033557495.1,Thyregis relictus,3050897,Scarabaeidae,Polyphaga,Contig,4522,4522,21.54,2023-11-13,Northern Arizona University,yes,F,exclude
GCA_033557545.1,Amphistomus primonactus,318779,Scarabaeidae,Polyphaga,Contig,3959,3959,30.0,2023-11-13,Northern Arizona University,yes,F,exclude
GCA_033557515.1,Diorygopyx duplodentatus,3050892,Scarabaeidae,Polyphaga,Contig,3850,3850,497.0,2023-11-13,Northern Arizona University,yes,F,exclude
GCA_024586415.1,Phrixothrix hirtus,94779,Phengodidae,Polyphaga,Contig,2761,2761,2897.72,2022-08-08,UFSCar,yes,F,exclude
GCA_033557385.1,Temnoplectron lewisense,211780,Scarabaeidae,Polyphaga,Contig,1369,1369,25.89,2023-11-13,Northern Arizona University,yes,F,exclude
GCA_032191635.1,Sarophorus costatus,206924,Scarabaeidae,Polyphaga,Contig,926,926,197.14,2023-09-29,Northern Arizona University,yes,F,exclude
GCA_032191705.1,Aphodius immundus,225233,Scarabaeidae,Polyphaga,Contig,706,706,144.53,2023-09-29,Northern Arizona University,yes,F,exclude
GCA_033557405.1,Caccobius schreberi,166341,Scarabaeidae,Polyphaga,Contig,560,560,167.36,2023-11-13,Northern Arizona University,yes,F,exclude
GCA_033557245.1,Helictopleurus sicardi,422258,Scarabaeidae,Polyphaga,Contig,555,555,8.73,2023-11-13,Northern Arizona University,yes,F,exclude
GCA_032191655.1,Euoniticellus fulvus,166328,Scarabaeidae,Polyphaga,Contig,491,491,172.79,2023-09-29,Northern Arizona University,yes,F,exclude
GCA_032191685.1,Copris fidius,1164999,Scarabaeidae,Polyphaga,Contig,400,400,230.03,2023-09-29,Northern Arizona University,yes,F,exclude
GCA_032191565.1,Nanos vadoni,490873,Scarabaeidae,Polyphaga,Contig,363,363,132.44,2023-09-29,Northern Arizona University,yes,F,exclude
GCA_033557285.1,Epilissus splendidus,3050893,Scarabaeidae,Polyphaga,Contig,338,338,6.15,2023-11-13,Northern Arizona University,yes,F,exclude
GCA_032191585.1,Nanos sp. ST009,3053243,Scarabaeidae,Polyphaga,Contig,277,277,69.25,2023-09-29,Northern Arizona University,yes,F,exclude
